cod_ap_sms,subgrupo,ano,obitos,faixa_etaria
1.0,1.1. Reduzível pelas ações de imunização,2006,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2007,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2008,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2009,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2010,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2011,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2012,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2013,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2014,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2015,1,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2016,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2017,1,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2018,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2019,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2020,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2021,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2022,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2023,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2024,0,menores de 1 ano
1.0,1.1. Reduzível pelas ações de imunização,2025,0,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2006,28,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2007,25,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2008,18,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2009,28,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2010,22,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2011,19,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2012,20,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2013,17,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2014,19,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2015,24,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2016,13,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2017,19,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2018,13,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2019,13,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2020,17,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2021,12,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2022,20,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2023,7,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2024,16,menores de 1 ano
1.0,1.2.1. Red por at à mulher na gestação,2025,13,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2006,4,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2007,2,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2008,10,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2009,8,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2010,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2011,4,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2012,3,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2013,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2014,0,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2015,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2016,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2017,12,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2018,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2019,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2020,3,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2021,6,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2022,4,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2023,7,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2024,8,menores de 1 ano
1.0,1.2.2. Red por at à mulher no parto,2025,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2006,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2007,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2008,9,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2009,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2010,2,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2011,5,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2012,9,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2013,9,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2014,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2015,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2016,4,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2017,2,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2018,3,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2019,4,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2020,4,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2021,8,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2022,5,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2023,6,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2024,1,menores de 1 ano
1.0,1.2.3. Red por at ao recém-nascido,2025,1,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2006,9,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2007,6,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2008,6,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2009,11,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2010,5,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2011,5,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2012,2,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2013,6,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2014,2,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2015,6,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2016,8,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2017,2,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2018,5,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2019,3,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2020,1,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2021,3,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2022,2,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2023,1,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2024,3,menores de 1 ano
1.0,1.3. Red por ações de diag e trat adequado,2025,2,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2006,7,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2007,4,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2008,4,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2009,3,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2010,3,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2011,1,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2012,4,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2013,7,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2014,7,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2015,3,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2016,6,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2017,4,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2018,1,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2019,1,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2020,2,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2021,4,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2022,2,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2023,1,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2024,5,menores de 1 ano
1.0,1.4. Red por ações promoção vinc a atenção,2025,3,menores de 1 ano
1.0,2. Causas mal definidas,2006,3,menores de 1 ano
1.0,2. Causas mal definidas,2007,3,menores de 1 ano
1.0,2. Causas mal definidas,2008,3,menores de 1 ano
1.0,2. Causas mal definidas,2009,1,menores de 1 ano
1.0,2. Causas mal definidas,2010,8,menores de 1 ano
1.0,2. Causas mal definidas,2011,4,menores de 1 ano
1.0,2. Causas mal definidas,2012,2,menores de 1 ano
1.0,2. Causas mal definidas,2013,1,menores de 1 ano
1.0,2. Causas mal definidas,2014,1,menores de 1 ano
1.0,2. Causas mal definidas,2015,2,menores de 1 ano
1.0,2. Causas mal definidas,2016,2,menores de 1 ano
1.0,2. Causas mal definidas,2017,0,menores de 1 ano
1.0,2. Causas mal definidas,2018,0,menores de 1 ano
1.0,2. Causas mal definidas,2019,2,menores de 1 ano
1.0,2. Causas mal definidas,2020,0,menores de 1 ano
1.0,2. Causas mal definidas,2021,1,menores de 1 ano
1.0,2. Causas mal definidas,2022,2,menores de 1 ano
1.0,2. Causas mal definidas,2023,0,menores de 1 ano
1.0,2. Causas mal definidas,2024,1,menores de 1 ano
1.0,2. Causas mal definidas,2025,0,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2006,22,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2007,22,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2008,18,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2009,23,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2010,16,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2011,20,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2012,10,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2013,17,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2014,13,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2015,17,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2016,8,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2017,10,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2018,11,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2019,18,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2020,10,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2021,13,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2022,9,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2023,10,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2024,2,menores de 1 ano
1.0,3. Demais causas (não claramente evitáveis),2025,11,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2006,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2007,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2008,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2009,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2010,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2011,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2012,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2013,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2014,1,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2015,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2016,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2017,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2018,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2019,1,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2020,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2021,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2022,1,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2023,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2024,0,menores de 1 ano
2.1,1.1. Reduzível pelas ações de imunização,2025,0,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2006,15,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2007,16,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2008,20,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2009,26,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2010,22,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2011,29,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2012,11,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2013,19,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2014,25,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2015,13,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2016,18,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2017,15,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2018,11,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2019,12,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2020,19,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2021,18,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2022,6,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2023,10,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2024,10,menores de 1 ano
2.1,1.2.1. Red por at à mulher na gestação,2025,7,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2006,8,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2007,8,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2008,6,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2009,3,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2010,3,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2011,6,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2012,2,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2013,3,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2014,1,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2015,4,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2016,3,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2017,2,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2018,4,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2019,4,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2020,7,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2021,2,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2022,3,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2023,1,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2024,5,menores de 1 ano
2.1,1.2.2. Red por at à mulher no parto,2025,1,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2006,11,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2007,6,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2008,5,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2009,9,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2010,6,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2011,5,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2012,6,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2013,9,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2014,11,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2015,3,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2016,5,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2017,3,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2018,7,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2019,4,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2020,1,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2021,2,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2022,9,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2023,4,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2024,1,menores de 1 ano
2.1,1.2.3. Red por at ao recém-nascido,2025,1,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2006,3,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2007,4,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2008,3,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2009,3,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2010,7,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2011,2,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2012,4,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2013,5,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2014,0,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2015,0,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2016,2,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2017,2,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2018,3,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2019,2,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2020,1,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2021,1,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2022,0,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2023,2,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2024,5,menores de 1 ano
2.1,1.3. Red por ações de diag e trat adequado,2025,3,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2006,3,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2007,2,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2008,1,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2009,1,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2010,4,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2011,0,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2012,1,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2013,4,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2014,4,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2015,1,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2016,1,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2017,3,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2018,3,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2019,2,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2020,2,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2021,6,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2022,2,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2023,3,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2024,2,menores de 1 ano
2.1,1.4. Red por ações promoção vinc a atenção,2025,0,menores de 1 ano
2.1,2. Causas mal definidas,2006,3,menores de 1 ano
2.1,2. Causas mal definidas,2007,0,menores de 1 ano
2.1,2. Causas mal definidas,2008,2,menores de 1 ano
2.1,2. Causas mal definidas,2009,2,menores de 1 ano
2.1,2. Causas mal definidas,2010,0,menores de 1 ano
2.1,2. Causas mal definidas,2011,3,menores de 1 ano
2.1,2. Causas mal definidas,2012,1,menores de 1 ano
2.1,2. Causas mal definidas,2013,0,menores de 1 ano
2.1,2. Causas mal definidas,2014,2,menores de 1 ano
2.1,2. Causas mal definidas,2015,3,menores de 1 ano
2.1,2. Causas mal definidas,2016,1,menores de 1 ano
2.1,2. Causas mal definidas,2017,1,menores de 1 ano
2.1,2. Causas mal definidas,2018,0,menores de 1 ano
2.1,2. Causas mal definidas,2019,2,menores de 1 ano
2.1,2. Causas mal definidas,2020,0,menores de 1 ano
2.1,2. Causas mal definidas,2021,1,menores de 1 ano
2.1,2. Causas mal definidas,2022,1,menores de 1 ano
2.1,2. Causas mal definidas,2023,1,menores de 1 ano
2.1,2. Causas mal definidas,2024,1,menores de 1 ano
2.1,2. Causas mal definidas,2025,4,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2006,19,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2007,17,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2008,24,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2009,7,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2010,15,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2011,13,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2012,16,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2013,19,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2014,14,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2015,24,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2016,19,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2017,17,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2018,21,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2019,16,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2020,13,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2021,12,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2022,8,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2023,14,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2024,17,menores de 1 ano
2.1,3. Demais causas (não claramente evitáveis),2025,16,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2006,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2007,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2008,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2009,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2010,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2011,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2012,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2013,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2014,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2015,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2016,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2017,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2018,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2019,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2020,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2021,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2022,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2023,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2024,0,menores de 1 ano
2.2,1.1. Reduzível pelas ações de imunização,2025,0,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2006,14,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2007,11,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2008,13,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2009,12,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2010,10,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2011,10,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2012,11,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2013,13,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2014,7,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2015,9,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2016,9,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2017,14,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2018,13,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2019,10,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2020,8,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2021,8,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2022,11,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2023,6,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2024,14,menores de 1 ano
2.2,1.2.1. Red por at à mulher na gestação,2025,3,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2006,5,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2007,5,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2008,3,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2009,4,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2010,4,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2011,3,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2012,3,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2013,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2014,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2015,4,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2016,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2017,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2018,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2019,3,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2020,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2021,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2022,2,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2023,6,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2024,0,menores de 1 ano
2.2,1.2.2. Red por at à mulher no parto,2025,3,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2006,4,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2007,8,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2008,4,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2009,6,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2010,2,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2011,1,menores de 1 ano
2.2,1.2.3. Red por at ao recém-nascido,2012,1,menores de 1 ano
