bairro,ano,obitos precoces,codigo,nascidos vivos,taxa_mortalidade_precoce
RIACHUELO,2019,0,059,99,0.0
SAMPAIO,2019,0,060,139,0.0
ENGENHO NOVO,2019,1,061,510,1.9607843137254901
LINS DE VASCONCELOS,2019,2,062,418,4.784688995215311
MEIER,2019,0,063,356,0.0
TODOS OS SANTOS,2019,0,064,137,0.0
CACHAMBI,2019,4,065,341,11.730205278592376
ENGENHO DE DENTRO,2019,0,066,515,0.0
AGUA SANTA,2019,1,067,79,12.658227848101266
ENCANTADO,2019,1,068,109,9.174311926605505
PIEDADE,2019,6,069,437,13.729977116704804
ABOLICAO,2019,1,070,113,8.849557522123893
PILARES,2019,4,071,317,12.618296529968454
VILA KOSMOS,2019,0,072,101,0.0
VICENTE DE CARVALHO,2019,4,073,303,13.201320132013201
VILA DA PENHA,2019,2,074,317,6.309148264984227
VISTA ALEGRE,2019,0,075,120,0.0
IRAJA,2019,9,076,923,9.750812567713975
COLEGIO,2019,4,077,351,11.396011396011396
CAMPINHO,2019,2,078,171,11.695906432748536
QUINTINO BOCAIUVA,2019,1,079,273,3.663003663003663
CAVALCANTE,2019,5,080,194,25.773195876288657
ENGENHEIRO LEAL,2019,0,081,71,0.0
CASCADURA,2019,2,082,378,5.291005291005291
MADUREIRA,2019,1,083,626,1.5974440894568689
VAZ LOBO,2019,2,084,207,9.66183574879227
TURIACU,2019,3,085,149,20.13422818791946
ROCHA MIRANDA,2019,4,086,452,8.849557522123893
HONORIO GURGEL,2019,5,087,281,17.793594306049823
OSWALDO CRUZ,2019,3,088,306,9.803921568627452
BENTO RIBEIRO,2019,1,089,417,2.398081534772182
MARECHAL HERMES,2019,3,090,413,7.263922518159807
RIBEIRA,2019,0,091,25,0.0
CACUIA,2019,2,093,95,21.052631578947366
PITANGUEIRAS,2019,1,094,97,10.309278350515465
PRAIA DA BANDEIRA,2019,0,095,29,0.0
COCOTA,2019,1,096,77,12.987012987012989
BANCARIOS,2019,0,097,146,0.0
FREGUESIA-ILHA,2019,1,098,191,5.235602094240838
JARDIM GUANABARA,2019,1,099,209,4.784688995215311
JARDIM CARIOCA,2019,0,100,226,0.0
TAUA,2019,4,101,236,16.949152542372882
MONERO,2019,0,102,29,0.0
PORTUGUESA,2019,1,103,176,5.681818181818182
GALEAO,2019,4,104,332,12.048192771084338
CIDADE UNIVERSITARIA,2019,0,105,26,0.0
GUADALUPE,2019,4,106,599,6.67779632721202
ANCHIETA,2019,2,107,943,2.1208907741251326
PARQUE ANCHIETA,2019,0,108,169,0.0
RICARDO ALBUQUERQUE,2019,8,109,330,24.242424242424242
COELHO NETO,2019,3,110,382,7.853403141361256
ACARI,2019,3,111,410,7.317073170731708
BARROS FILHO,2019,2,112,235,8.51063829787234
COSTA BARROS,2019,0,113,552,0.0
PAVUNA,2019,6,114,1033,5.808325266214908
JACAREPAGUA,2019,23,115,2241,10.263275323516288
ANIL,2019,1,116,420,2.3809523809523814
GARDENIA AZUL,2019,1,117,554,1.8050541516245489
CIDADE DE DEUS,2019,1,118,720,1.3888888888888888
CURICICA,2019,3,119,899,3.3370411568409346
FREGUESIA-JPA,2019,4,120,730,5.47945205479452
PECHINCHA,2019,2,121,423,4.7281323877068555
TAQUARA,2019,1,122,1567,0.6381620931716656
TANQUE,2019,0,123,471,0.0
PRACA SECA,2019,6,124,713,8.415147265077138
VILA VALQUEIRE,2019,1,125,327,3.058103975535168
JOA,2019,0,126,5,0.0
ITANHANGA,2019,9,127,763,11.795543905635649
BARRA DA TIJUCA,2019,4,128,1343,2.9784065524944157
CAMORIM,2019,0,129,134,0.0
VARGEM PEQUENA,2019,2,130,384,5.208333333333333
VARGEM GRANDE,2019,2,131,288,6.944444444444444
RECREIO BANDEIRANTES,2019,3,132,1457,2.0590253946465342
DEODORO,2019,0,134,136,0.0
VILA MILITAR,2019,0,135,107,0.0
CAMPO DOS AFONSOS,2019,0,136,18,0.0
JARDIM SULACAP,2019,0,137,197,0.0
MAGALHAES BASTOS,2019,1,138,270,3.7037037037037037
REALENGO,2019,11,139,2041,5.3895149436550716
PADRE MIGUEL,2019,5,140,771,6.485084306095979
BANGU,2019,13,141,2744,4.737609329446064
SENADOR CAMARA,2019,7,142,1193,5.86756077116513
SANTISSIMO,2019,4,143,717,5.578800557880055
CAMPO GRANDE,2019,29,144,4851,5.978148835291693
SENADOR VASCONCELOS,2019,2,145,306,6.5359477124183005
INHOAIBA,2019,7,146,929,7.534983853606028
COSMOS,2019,3,147,1091,2.749770852428964
PACIENCIA,2019,15,148,1386,10.822510822510822
SANTA CRUZ,2019,23,149,3737,6.154669521006155
SEPETIBA,2019,4,150,802,4.987531172069826
GUARATIBA,2019,17,151,1851,9.184224743381955
BARRA DE GUARATIBA,2019,0,152,58,0.0
PEDRA DE GUARATIBA,2019,2,153,555,3.6036036036036037
ROCINHA,2019,4,154,880,4.545454545454545
JACAREZINHO,2019,2,155,277,7.220216606498195
COMPLEXO DO ALEMAO,2019,3,156,427,7.02576112412178
COMPLEXO DA MARE,2019,10,157,1259,7.942811755361397
PARQUE COLUMBIA,2019,0,158,57,0.0
VASCO DA GAMA,2019,1,159,38,26.31578947368421
GERICINo,2019,0,160,3,0.0
LAPA,2019,0,161,33,0.0
VILA KENNEDY,2019,1,162,222,4.504504504504505
ILHA DE GUARATIBA,2019,0,164,0,
BARRA OLIMPICA,2019,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2019,0,998,282,0.0
IGNORADO BAIRRO-MRJ,2019,2,999,298,6.7114093959731544
,2019,103,,0,inf
SAUDE,2020,0,001,37,0.0
GAMBOA,2020,1,002,154,6.493506493506494
SANTO CRISTO,2020,2,003,173,11.560693641618496
CAJU,2020,2,004,347,5.763688760806916
CENTRO,2020,0,005,271,0.0
CATUMBI,2020,2,006,171,11.695906432748536
RIO COMPRIDO,2020,3,007,416,7.211538461538462
CIDADE NOVA,2020,0,008,53,0.0
ESTACIO,2020,0,009,206,0.0
SAO CRISTOVAO,2020,2,010,505,3.9603960396039604
MANGUEIRA,2020,0,011,239,0.0
BENFICA,2020,0,012,426,0.0
PAQUETA,2020,0,013,31,0.0
SANTA TERESA,2020,4,014,388,10.309278350515465
FLAMENGO,2020,2,015,279,7.168458781362007
GLORIA,2020,0,016,78,0.0
LARANJEIRAS,2020,1,017,273,3.663003663003663
CATETE,2020,0,018,175,0.0
COSME VELHO,2020,0,019,92,0.0
BOTAFOGO,2020,4,020,584,6.8493150684931505
HUMAITA,2020,0,021,96,0.0
URCA,2020,0,022,58,0.0
LEME,2020,0,023,118,0.0
COPACABANA,2020,2,024,872,2.293577981651376
IPANEMA,2020,0,025,254,0.0
LEBLON,2020,2,026,287,6.968641114982578
LAGOA,2020,1,027,148,6.756756756756757
JARDIM BOTANICO,2020,2,028,122,16.393442622950822
GAVEA,2020,1,029,147,6.802721088435374
VIDIGAL,2020,1,030,174,5.747126436781609
SAO CONRADO,2020,0,031,78,0.0
PRACA DA BANDEIRA,2020,0,032,74,0.0
TIJUCA,2020,3,033,1118,2.6833631484794274
ALTO DA BOA VISTA,2020,0,034,92,0.0
MARACANA,2020,0,035,173,0.0
VILA ISABEL,2020,1,036,597,1.6750418760469012
ANDARAI,2020,5,037,296,16.89189189189189
GRAJAU,2020,0,038,252,0.0
MANGUINHOS,2020,2,039,441,4.535147392290249
BONSUCESSO,2020,4,040,796,5.025125628140704
RAMOS,2020,2,041,844,2.3696682464454977
OLARIA,2020,3,042,483,6.211180124223602
PENHA,2020,9,043,819,10.989010989010989
PENHA CIRCULAR,2020,3,044,418,7.177033492822967
BRAS DE PINA,2020,4,045,459,8.71459694989107
CORDOVIL,2020,4,046,424,9.433962264150942
PARADA DE LUCAS,2020,4,047,280,14.285714285714285
VIGARIO GERAL,2020,1,048,351,2.849002849002849
JARDIM AMERICA,2020,2,049,353,5.6657223796034
HIGIENOPOLIS,2020,0,050,118,0.0
JACARE,2020,0,051,332,0.0
MARIA DA GRACA,2020,0,052,50,0.0
DEL CASTILHO,2020,0,053,249,0.0
INHAUMA,2020,2,054,850,2.352941176470588
ENGENHO DA RAINHA,2020,1,055,267,3.745318352059925
TOMAS COELHO,2020,0,056,256,0.0
SAO FRANCISCO XAVIER,2020,0,057,60,0.0
ROCHA,2020,0,058,158,0.0
RIACHUELO,2020,0,059,94,0.0
SAMPAIO,2020,1,060,125,8.0
ENGENHO NOVO,2020,4,061,464,8.620689655172413
LINS DE VASCONCELOS,2020,5,062,398,12.56281407035176
MEIER,2020,0,063,246,0.0
TODOS OS SANTOS,2020,0,064,144,0.0
CACHAMBI,2020,1,065,330,3.0303030303030303
ENGENHO DE DENTRO,2020,4,066,494,8.097165991902834
AGUA SANTA,2020,1,067,69,14.492753623188406
ENCANTADO,2020,0,068,108,0.0
PIEDADE,2020,0,069,421,0.0
ABOLICAO,2020,0,070,80,0.0
PILARES,2020,0,071,252,0.0
VILA KOSMOS,2020,0,072,126,0.0
VICENTE DE CARVALHO,2020,1,073,239,4.184100418410042
VILA DA PENHA,2020,1,074,241,4.149377593360996
VISTA ALEGRE,2020,1,075,84,11.904761904761903
IRAJA,2020,1,076,847,1.1806375442739079
COLEGIO,2020,3,077,346,8.670520231213873
CAMPINHO,2020,0,078,144,0.0
QUINTINO BOCAIUVA,2020,1,079,270,3.7037037037037037
CAVALCANTE,2020,1,080,192,5.208333333333333
ENGENHEIRO LEAL,2020,1,081,75,13.333333333333334
CASCADURA,2020,2,082,329,6.079027355623101
MADUREIRA,2020,2,083,543,3.6832412523020257
VAZ LOBO,2020,2,084,198,10.101010101010102
TURIACU,2020,1,085,171,5.847953216374268
ROCHA MIRANDA,2020,1,086,422,2.3696682464454977
HONORIO GURGEL,2020,1,087,255,3.9215686274509802
OSWALDO CRUZ,2020,1,088,268,3.7313432835820897
BENTO RIBEIRO,2020,3,089,414,7.246376811594203
MARECHAL HERMES,2020,5,090,443,11.286681715575622
RIBEIRA,2020,0,091,31,0.0
CACUIA,2020,1,093,107,9.345794392523365
PITANGUEIRAS,2020,2,094,80,25.0
PRAIA DA BANDEIRA,2020,1,095,33,30.303030303030305
COCOTA,2020,0,096,73,0.0
BANCARIOS,2020,2,097,159,12.578616352201259
FREGUESIA-ILHA,2020,1,098,191,5.235602094240838
JARDIM GUANABARA,2020,2,099,175,11.428571428571429
JARDIM CARIOCA,2020,1,100,237,4.219409282700422
TAUA,2020,4,101,216,18.51851851851852
MONERO,2020,0,102,28,0.0
PORTUGUESA,2020,0,103,147,0.0
GALEAO,2020,3,104,350,8.571428571428571
CIDADE UNIVERSITARIA,2020,0,105,10,0.0
GUADALUPE,2020,2,106,522,3.8314176245210727
ANCHIETA,2020,9,107,826,10.895883777239709
PARQUE ANCHIETA,2020,1,108,208,4.807692307692308
RICARDO ALBUQUERQUE,2020,0,109,310,0.0
COELHO NETO,2020,2,110,315,6.349206349206349
ACARI,2020,0,111,407,0.0
BARROS FILHO,2020,1,112,253,3.952569169960474
COSTA BARROS,2020,1,113,650,1.5384615384615385
PAVUNA,2020,6,114,984,6.097560975609756
JACAREPAGUA,2020,9,115,2413,3.7297969332780774
ANIL,2020,1,116,444,2.2522522522522523
GARDENIA AZUL,2020,3,117,561,5.347593582887701
CIDADE DE DEUS,2020,6,118,762,7.874015748031496
CURICICA,2020,8,119,682,11.730205278592376
FREGUESIA-JPA,2020,1,120,708,1.4124293785310735
PECHINCHA,2020,0,121,426,0.0
TAQUARA,2020,5,122,1489,3.3579583613163195
TANQUE,2020,3,123,478,6.2761506276150625
PRACA SECA,2020,3,124,664,4.518072289156627
VILA VALQUEIRE,2020,2,125,301,6.644518272425249
JOA,2020,0,126,4,0.0
ITANHANGA,2020,7,127,709,9.873060648801129
BARRA DA TIJUCA,2020,2,128,1229,1.6273393002441008
CAMORIM,2020,1,129,89,11.235955056179774
VARGEM PEQUENA,2020,4,130,426,9.389671361502348
VARGEM GRANDE,2020,2,131,318,6.289308176100629
RECREIO BANDEIRANTES,2020,4,132,1405,2.8469750889679717
DEODORO,2020,0,134,135,0.0
VILA MILITAR,2020,1,135,150,6.666666666666667
CAMPO DOS AFONSOS,2020,0,136,30,0.0
JARDIM SULACAP,2020,0,137,198,0.0
MAGALHAES BASTOS,2020,1,138,242,4.132231404958678
REALENGO,2020,10,139,1969,5.078720162519045
PADRE MIGUEL,2020,0,140,635,0.0
BANGU,2020,16,141,2676,5.9790732436472345
SENADOR CAMARA,2020,16,142,1308,12.232415902140673
SANTISSIMO,2020,6,143,717,8.368200836820083
CAMPO GRANDE,2020,25,144,4561,5.481254110940584
SENADOR VASCONCELOS,2020,9,145,339,26.548672566371682
INHOAIBA,2020,13,146,920,14.130434782608695
COSMOS,2020,9,147,1173,7.672634271099745
PACIENCIA,2020,7,148,1437,4.8712595685455815
SANTA CRUZ,2020,28,149,3472,8.064516129032258
SEPETIBA,2020,5,150,797,6.273525721455458
GUARATIBA,2020,14,151,1934,7.238883143743537
BARRA DE GUARATIBA,2020,0,152,79,0.0
PEDRA DE GUARATIBA,2020,1,153,462,2.1645021645021645
ROCINHA,2020,3,154,814,3.6855036855036856
JACAREZINHO,2020,2,155,205,9.75609756097561
COMPLEXO DO ALEMAO,2020,6,156,151,39.735099337748345
COMPLEXO DA MARE,2020,9,157,1185,7.594936708860759
PARQUE COLUMBIA,2020,1,158,41,24.390243902439025
VASCO DA GAMA,2020,1,159,62,16.129032258064516
GERICINo,2020,0,160,1,0.0
LAPA,2020,0,161,49,0.0
VILA KENNEDY,2020,2,162,233,8.583690987124463
ILHA DE GUARATIBA,2020,0,164,0,
BARRA OLIMPICA,2020,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2020,0,998,129,0.0
IGNORADO BAIRRO-MRJ,2020,1,999,175,5.714285714285714
,2020,110,,0,inf
SAUDE,2021,0,001,32,0.0
GAMBOA,2021,0,002,156,0.0
SANTO CRISTO,2021,0,003,174,0.0
CAJU,2021,1,004,337,2.967359050445104
CENTRO,2021,1,005,251,3.9840637450199203
CATUMBI,2021,0,006,181,0.0
RIO COMPRIDO,2021,2,007,384,5.208333333333333
CIDADE NOVA,2021,0,008,60,0.0
ESTACIO,2021,4,009,197,20.30456852791878
SAO CRISTOVAO,2021,1,010,440,2.2727272727272725
MANGUEIRA,2021,4,011,254,15.748031496062993
BENFICA,2021,3,012,374,8.02139037433155
PAQUETA,2021,0,013,42,0.0
SANTA TERESA,2021,1,014,367,2.7247956403269753
FLAMENGO,2021,0,015,263,0.0
GLORIA,2021,0,016,69,0.0
LARANJEIRAS,2021,1,017,280,3.571428571428571
CATETE,2021,0,018,160,0.0
COSME VELHO,2021,1,019,75,13.333333333333334
BOTAFOGO,2021,3,020,571,5.253940455341506
HUMAITA,2021,0,021,84,0.0
URCA,2021,0,022,47,0.0
LEME,2021,1,023,95,10.526315789473683
COPACABANA,2021,2,024,865,2.3121387283236996
IPANEMA,2021,0,025,291,0.0
LEBLON,2021,2,026,267,7.49063670411985
LAGOA,2021,0,027,128,0.0
JARDIM BOTANICO,2021,0,028,112,0.0
GAVEA,2021,0,029,171,0.0
VIDIGAL,2021,1,030,169,5.9171597633136095
SAO CONRADO,2021,0,031,76,0.0
PRACA DA BANDEIRA,2021,0,032,70,0.0
TIJUCA,2021,3,033,998,3.006012024048096
ALTO DA BOA VISTA,2021,0,034,102,0.0
MARACANA,2021,0,035,154,0.0
VILA ISABEL,2021,2,036,533,3.75234521575985
ANDARAI,2021,1,037,239,4.184100418410042
GRAJAU,2021,1,038,231,4.329004329004329
MANGUINHOS,2021,2,039,385,5.194805194805195
BONSUCESSO,2021,1,040,584,1.7123287671232876
RAMOS,2021,5,041,642,7.788161993769471
OLARIA,2021,1,042,474,2.109704641350211
PENHA,2021,6,043,714,8.403361344537815
PENHA CIRCULAR,2021,1,044,383,2.6109660574412534
BRAS DE PINA,2021,3,045,452,6.6371681415929205
CORDOVIL,2021,3,046,422,7.109004739336492
PARADA DE LUCAS,2021,2,047,312,6.41025641025641
VIGARIO GERAL,2021,4,048,422,9.47867298578199
JARDIM AMERICA,2021,0,049,306,0.0
HIGIENOPOLIS,2021,1,050,111,9.00900900900901
JACARE,2021,1,051,316,3.1645569620253164
MARIA DA GRACA,2021,0,052,63,0.0
DEL CASTILHO,2021,3,053,264,11.363636363636363
INHAUMA,2021,2,054,784,2.5510204081632653
ENGENHO DA RAINHA,2021,1,055,253,3.952569169960474
TOMAS COELHO,2021,1,056,256,3.90625
SAO FRANCISCO XAVIER,2021,0,057,55,0.0
ROCHA,2021,1,058,156,6.41025641025641
RIACHUELO,2021,0,059,77,0.0
SAMPAIO,2021,0,060,121,0.0
ENGENHO NOVO,2021,4,061,436,9.174311926605505
LINS DE VASCONCELOS,2021,2,062,375,5.333333333333333
MEIER,2021,2,063,259,7.722007722007723
TODOS OS SANTOS,2021,0,064,146,0.0
CACHAMBI,2021,1,065,316,3.1645569620253164
ENGENHO DE DENTRO,2021,1,066,424,2.3584905660377355
AGUA SANTA,2021,1,067,60,16.666666666666668
ENCANTADO,2021,0,068,96,0.0
PIEDADE,2021,2,069,368,5.434782608695652
ABOLICAO,2021,1,070,92,10.869565217391305
PILARES,2021,5,071,231,21.645021645021643
VILA KOSMOS,2021,0,072,123,0.0
VICENTE DE CARVALHO,2021,1,073,222,4.504504504504505
VILA DA PENHA,2021,4,074,182,21.978021978021978
VISTA ALEGRE,2021,1,075,58,17.241379310344826
IRAJA,2021,3,076,847,3.541912632821724
COLEGIO,2021,2,077,354,5.649717514124294
CAMPINHO,2021,0,078,113,0.0
QUINTINO BOCAIUVA,2021,0,079,235,0.0
CAVALCANTE,2021,0,080,163,0.0
ENGENHEIRO LEAL,2021,0,081,61,0.0
CASCADURA,2021,2,082,294,6.802721088435374
MADUREIRA,2021,5,083,469,10.660980810234541
VAZ LOBO,2021,1,084,189,5.291005291005291
TURIACU,2021,0,085,146,0.0
ROCHA MIRANDA,2021,1,086,444,2.2522522522522523
HONORIO GURGEL,2021,1,087,222,4.504504504504505
OSWALDO CRUZ,2021,0,088,286,0.0
BENTO RIBEIRO,2021,4,089,350,11.428571428571429
MARECHAL HERMES,2021,2,090,418,4.784688995215311
RIBEIRA,2021,0,091,21,0.0
CACUIA,2021,1,093,83,12.048192771084338
PITANGUEIRAS,2021,1,094,90,11.11111111111111
PRAIA DA BANDEIRA,2021,0,095,40,0.0
COCOTA,2021,1,096,70,14.285714285714285
BANCARIOS,2021,0,097,139,0.0
FREGUESIA-ILHA,2021,2,098,255,7.8431372549019605
JARDIM GUANABARA,2021,1,099,200,5.0
JARDIM CARIOCA,2021,0,100,215,0.0
TAUA,2021,1,101,262,3.8167938931297707
MONERO,2021,0,102,30,0.0
PORTUGUESA,2021,0,103,160,0.0
GALEAO,2021,1,104,365,2.73972602739726
CIDADE UNIVERSITARIA,2021,0,105,15,0.0
GUADALUPE,2021,1,106,501,1.996007984031936
ANCHIETA,2021,3,107,694,4.322766570605188
PARQUE ANCHIETA,2021,1,108,198,5.050505050505051
RICARDO ALBUQUERQUE,2021,1,109,311,3.215434083601286
COELHO NETO,2021,1,110,302,3.3112582781456954
ACARI,2021,4,111,398,10.050251256281408
BARROS FILHO,2021,2,112,224,8.928571428571429
COSTA BARROS,2021,6,113,538,11.152416356877323
PAVUNA,2021,10,114,925,10.81081081081081
JACAREPAGUA,2021,11,115,2546,4.32050274941084
ANIL,2021,4,116,387,10.335917312661499
GARDENIA AZUL,2021,4,117,461,8.676789587852495
CIDADE DE DEUS,2021,4,118,653,6.1255742725880555
CURICICA,2021,2,119,642,3.115264797507788
FREGUESIA-JPA,2021,2,120,619,3.2310177705977385
PECHINCHA,2021,2,121,363,5.5096418732782375
TAQUARA,2021,9,122,1291,6.971340046475601
TANQUE,2021,2,123,442,4.524886877828055
PRACA SECA,2021,5,124,669,7.473841554559043
VILA VALQUEIRE,2021,1,125,264,3.787878787878788
JOA,2021,0,126,11,0.0
ITANHANGA,2021,7,127,762,9.186351706036746
BARRA DA TIJUCA,2021,3,128,1196,2.508361204013378
CAMORIM,2021,1,129,85,11.76470588235294
VARGEM PEQUENA,2021,0,130,391,0.0
VARGEM GRANDE,2021,1,131,248,4.032258064516129
RECREIO BANDEIRANTES,2021,1,132,1375,0.7272727272727272
DEODORO,2021,0,134,132,0.0
VILA MILITAR,2021,2,135,151,13.245033112582782
CAMPO DOS AFONSOS,2021,1,136,29,34.48275862068965
JARDIM SULACAP,2021,1,137,174,5.747126436781609
MAGALHAES BASTOS,2021,1,138,205,4.878048780487805
REALENGO,2021,13,139,1877,6.925945657964838
PADRE MIGUEL,2021,3,140,604,4.966887417218543
BANGU,2021,16,141,2569,6.228104320747372
SENADOR CAMARA,2021,11,142,1203,9.14380714879468
SANTISSIMO,2021,2,143,662,3.0211480362537766
CAMPO GRANDE,2021,24,144,4155,5.776173285198555
SENADOR VASCONCELOS,2021,2,145,342,5.847953216374268
INHOAIBA,2021,5,146,931,5.370569280343717
COSMOS,2021,12,147,1142,10.507880910683012
PACIENCIA,2021,12,148,1410,8.51063829787234
SANTA CRUZ,2021,27,149,3430,7.871720116618075
SEPETIBA,2021,4,150,749,5.34045393858478
GUARATIBA,2021,15,151,1906,7.869884575026232
BARRA DE GUARATIBA,2021,0,152,71,0.0
PEDRA DE GUARATIBA,2021,2,153,436,4.587155963302752
ROCINHA,2021,7,154,714,9.803921568627452
JACAREZINHO,2021,0,155,208,0.0
COMPLEXO DO ALEMAO,2021,1,156,213,4.694835680751174
COMPLEXO DA MARE,2021,7,157,1384,5.057803468208093
PARQUE COLUMBIA,2021,0,158,56,0.0
VASCO DA GAMA,2021,0,159,82,0.0
GERICINo,2021,0,160,12,0.0
LAPA,2021,1,161,34,29.41176470588235
VILA KENNEDY,2021,3,162,101,29.7029702970297
ILHA DE GUARATIBA,2021,0,164,0,
BARRA OLIMPICA,2021,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2021,0,998,69,0.0
IGNORADO BAIRRO-MRJ,2021,4,999,62,64.51612903225806
,2021,85,,0,inf
SAUDE,2022,1,001,40,25.0
GAMBOA,2022,3,002,131,22.900763358778626
SANTO CRISTO,2022,2,003,151,13.245033112582782
CAJU,2022,5,004,331,15.105740181268883
CENTRO,2022,4,005,244,16.393442622950822
CATUMBI,2022,3,006,148,20.27027027027027
RIO COMPRIDO,2022,1,007,398,2.512562814070352
CIDADE NOVA,2022,1,008,46,21.73913043478261
ESTACIO,2022,1,009,178,5.617977528089887
SAO CRISTOVAO,2022,1,010,438,2.28310502283105
MANGUEIRA,2022,2,011,235,8.51063829787234
BENFICA,2022,3,012,321,9.345794392523365
PAQUETA,2022,1,013,33,30.303030303030305
SANTA TERESA,2022,1,014,352,2.840909090909091
FLAMENGO,2022,1,015,304,3.289473684210526
GLORIA,2022,0,016,44,0.0
LARANJEIRAS,2022,1,017,285,3.5087719298245617
CATETE,2022,1,018,174,5.747126436781609
COSME VELHO,2022,0,019,65,0.0
BOTAFOGO,2022,2,020,573,3.4904013961605584
HUMAITA,2022,0,021,87,0.0
URCA,2022,2,022,53,37.73584905660377
LEME,2022,0,023,104,0.0
COPACABANA,2022,5,024,874,5.720823798627002
IPANEMA,2022,1,025,252,3.968253968253968
LEBLON,2022,0,026,291,0.0
LAGOA,2022,0,027,138,0.0
JARDIM BOTANICO,2022,0,028,118,0.0
GAVEA,2022,0,029,167,0.0
VIDIGAL,2022,1,030,162,6.172839506172839
SAO CONRADO,2022,0,031,84,0.0
PRACA DA BANDEIRA,2022,0,032,60,0.0
TIJUCA,2022,6,033,1027,5.8422590068159685
ALTO DA BOA VISTA,2022,0,034,70,0.0
MARACANA,2022,1,035,161,6.211180124223602
VILA ISABEL,2022,1,036,479,2.08768267223382
ANDARAI,2022,1,037,269,3.717472118959108
GRAJAU,2022,2,038,234,8.547008547008549
MANGUINHOS,2022,2,039,391,5.115089514066496
BONSUCESSO,2022,1,040,742,1.3477088948787064
RAMOS,2022,2,041,861,2.3228803716608595
OLARIA,2022,4,042,492,8.130081300813009
PENHA,2022,2,043,715,2.797202797202797
PENHA CIRCULAR,2022,3,044,360,8.333333333333334
BRAS DE PINA,2022,2,045,417,4.796163069544364
CORDOVIL,2022,4,046,369,10.840108401084011
PARADA DE LUCAS,2022,1,047,280,3.571428571428571
VIGARIO GERAL,2022,2,048,371,5.3908355795148255
JARDIM AMERICA,2022,0,049,291,0.0
HIGIENOPOLIS,2022,2,050,114,17.543859649122805
JACARE,2022,0,051,296,0.0
MARIA DA GRACA,2022,1,052,71,14.084507042253522
DEL CASTILHO,2022,1,053,252,3.968253968253968
INHAUMA,2022,1,054,530,1.8867924528301887
ENGENHO DA RAINHA,2022,2,055,272,7.352941176470588
TOMAS COELHO,2022,0,056,230,0.0
SAO FRANCISCO XAVIER,2022,0,057,60,0.0
ROCHA,2022,1,058,187,5.347593582887701
RIACHUELO,2022,0,059,63,0.0
SAMPAIO,2022,1,060,128,7.8125
ENGENHO NOVO,2022,3,061,428,7.009345794392523
LINS DE VASCONCELOS,2022,3,062,345,8.695652173913043
MEIER,2022,1,063,242,4.132231404958678
TODOS OS SANTOS,2022,0,064,140,0.0
CACHAMBI,2022,1,065,306,3.2679738562091503
ENGENHO DE DENTRO,2022,2,066,393,5.089058524173028
AGUA SANTA,2022,0,067,69,0.0
ENCANTADO,2022,1,068,91,10.989010989010989
PIEDADE,2022,1,069,347,2.881844380403458
ABOLICAO,2022,0,070,98,0.0
PILARES,2022,2,071,229,8.73362445414847
VILA KOSMOS,2022,0,072,108,0.0
VICENTE DE CARVALHO,2022,0,073,235,0.0
VILA DA PENHA,2022,1,074,161,6.211180124223602
VISTA ALEGRE,2022,0,075,55,0.0
IRAJA,2022,7,076,829,8.443908323281061
COLEGIO,2022,4,077,350,11.428571428571429
CAMPINHO,2022,1,078,100,10.0
QUINTINO BOCAIUVA,2022,2,079,243,8.23045267489712
CAVALCANTE,2022,3,080,157,19.108280254777068
ENGENHEIRO LEAL,2022,1,081,66,15.151515151515152
CASCADURA,2022,3,082,304,9.868421052631579
MADUREIRA,2022,3,083,462,6.493506493506494
VAZ LOBO,2022,1,084,155,6.451612903225806
TURIACU,2022,0,085,154,0.0
ROCHA MIRANDA,2022,4,086,360,11.11111111111111
HONORIO GURGEL,2022,4,087,231,17.316017316017316
OSWALDO CRUZ,2022,1,088,244,4.0983606557377055
BENTO RIBEIRO,2022,1,089,301,3.3222591362126246
MARECHAL HERMES,2022,3,090,361,8.310249307479225
RIBEIRA,2022,0,091,21,0.0
CACUIA,2022,3,093,89,33.70786516853933
PITANGUEIRAS,2022,1,094,89,11.235955056179774
PRAIA DA BANDEIRA,2022,0,095,16,0.0
COCOTA,2022,0,096,52,0.0
BANCARIOS,2022,0,097,186,0.0
FREGUESIA-ILHA,2022,0,098,155,0.0
JARDIM GUANABARA,2022,2,099,194,10.309278350515465
JARDIM CARIOCA,2022,2,100,213,9.389671361502348
TAUA,2022,0,101,204,0.0
MONERO,2022,0,102,24,0.0
PORTUGUESA,2022,0,103,154,0.0
GALEAO,2022,1,104,347,2.881844380403458
CIDADE UNIVERSITARIA,2022,0,105,10,0.0
GUADALUPE,2022,0,106,481,0.0
ANCHIETA,2022,3,107,746,4.021447721179625
PARQUE ANCHIETA,2022,1,108,139,7.194244604316547
RICARDO ALBUQUERQUE,2022,1,109,286,3.4965034965034967
COELHO NETO,2022,4,110,284,14.084507042253522
ACARI,2022,2,111,407,4.914004914004914
BARROS FILHO,2022,1,112,187,5.347593582887701
COSTA BARROS,2022,2,113,540,3.7037037037037037
PAVUNA,2022,6,114,816,7.352941176470588
JACAREPAGUA,2022,14,115,1957,7.153806847215125
ANIL,2022,1,116,439,2.277904328018223
GARDENIA AZUL,2022,4,117,529,7.561436672967864
