bairro,ano,obitos_tardios,codigo,nascidos vivos,taxa_obitos_tardios
JARDIM CARIOCA,2016,1,100,271,3.6900369003690034
TAUA,2016,2,101,220,9.09090909090909
MONERO,2016,0,102,39,0.0
PORTUGUESA,2016,0,103,166,0.0
GALEAO,2016,0,104,337,0.0
CIDADE UNIVERSITARIA,2016,0,105,25,0.0
GUADALUPE,2016,0,106,585,0.0
ANCHIETA,2016,1,107,1010,0.9900990099009901
PARQUE ANCHIETA,2016,0,108,180,0.0
RICARDO ALBUQUERQUE,2016,2,109,337,5.934718100890208
COELHO NETO,2016,1,110,403,2.4813895781637716
ACARI,2016,1,111,498,2.008032128514056
BARROS FILHO,2016,0,112,270,0.0
COSTA BARROS,2016,3,113,670,4.477611940298508
PAVUNA,2016,1,114,1123,0.8904719501335707
JACAREPAGUA,2016,8,115,2663,3.0041306796845664
ANIL,2016,0,116,421,0.0
GARDENIA AZUL,2016,0,117,593,0.0
CIDADE DE DEUS,2016,1,118,829,1.2062726176115801
CURICICA,2016,3,119,842,3.5629453681710217
FREGUESIA-JPA,2016,3,120,817,3.6719706242350063
PECHINCHA,2016,1,121,453,2.207505518763797
TAQUARA,2016,3,122,1644,1.8248175182481752
TANQUE,2016,2,123,535,3.7383177570093458
PRACA SECA,2016,1,124,848,1.1792452830188678
VILA VALQUEIRE,2016,1,125,352,2.840909090909091
ITANHANGA,2016,2,127,662,3.0211480362537766
BARRA DA TIJUCA,2016,0,128,1398,0.0
CAMORIM,2016,0,129,84,0.0
VARGEM PEQUENA,2016,0,130,418,0.0
VARGEM GRANDE,2016,0,131,325,0.0
RECREIO BANDEIRANTES,2016,2,132,1299,1.539645881447267
DEODORO,2016,0,134,209,0.0
VILA MILITAR,2016,0,135,90,0.0
CAMPO DOS AFONSOS,2016,0,136,28,0.0
JARDIM SULACAP,2016,0,137,206,0.0
MAGALHAES BASTOS,2016,1,138,266,3.7593984962406015
REALENGO,2016,7,139,2241,3.1236055332440875
PADRE MIGUEL,2016,1,140,864,1.1574074074074074
BANGU,2016,6,141,3404,1.7626321974148063
SENADOR CAMARA,2016,5,142,1405,3.558718861209964
SANTISSIMO,2016,1,143,690,1.4492753623188406
CAMPO GRANDE,2016,13,144,5048,2.5752773375594296
SENADOR VASCONCELOS,2016,0,145,330,0.0
INHOAIBA,2016,1,146,985,1.0152284263959392
COSMOS,2016,0,147,1199,0.0
PACIENCIA,2016,5,148,1571,3.182686187141948
SANTA CRUZ,2016,16,149,3676,4.352557127312296
SEPETIBA,2016,3,150,838,3.579952267303103
GUARATIBA,2016,1,151,1936,0.5165289256198348
BARRA DE GUARATIBA,2016,0,152,60,0.0
PEDRA DE GUARATIBA,2016,1,153,516,1.937984496124031
ROCINHA,2016,6,154,1061,5.655042412818096
JACAREZINHO,2016,2,155,321,6.230529595015576
COMPLEXO DO ALEMAO,2016,0,156,680,0.0
COMPLEXO DA MARE,2016,3,157,1275,2.352941176470588
PARQUE COLUMBIA,2016,0,158,48,0.0
VASCO DA GAMA,2016,0,159,66,0.0
LAPA,2016,0,161,0,
VILA KENNEDY,2016,0,162,0,
BARRA OLIMPICA,2016,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2016,0,998,242,0.0
IGNORADO BAIRRO-MRJ,2016,0,999,74,0.0
,2016,48,,0,inf
SAUDE,2017,0,001,52,0.0
GAMBOA,2017,0,002,166,0.0
SANTO CRISTO,2017,0,003,193,0.0
CAJU,2017,2,004,454,4.405286343612335
CENTRO,2017,2,005,361,5.54016620498615
CATUMBI,2017,1,006,198,5.050505050505051
RIO COMPRIDO,2017,1,007,549,1.8214936247723132
CIDADE NOVA,2017,0,008,74,0.0
ESTACIO,2017,1,009,275,3.6363636363636362
SAO CRISTOVAO,2017,0,010,474,0.0
MANGUEIRA,2017,1,011,322,3.105590062111801
BENFICA,2017,0,012,530,0.0
PAQUETA,2017,0,013,41,0.0
SANTA TERESA,2017,0,014,410,0.0
FLAMENGO,2017,0,015,349,0.0
GLORIA,2017,0,016,86,0.0
LARANJEIRAS,2017,0,017,401,0.0
CATETE,2017,0,018,251,0.0
COSME VELHO,2017,0,019,107,0.0
BOTAFOGO,2017,0,020,754,0.0
HUMAITA,2017,0,021,115,0.0
URCA,2017,0,022,57,0.0
LEME,2017,0,023,132,0.0
COPACABANA,2017,3,024,1095,2.73972602739726
IPANEMA,2017,1,025,292,3.4246575342465753
LEBLON,2017,1,026,353,2.8328611898017
LAGOA,2017,0,027,193,0.0
JARDIM BOTANICO,2017,1,028,184,5.434782608695652
GAVEA,2017,1,029,145,6.896551724137931
VIDIGAL,2017,0,030,211,0.0
SAO CONRADO,2017,0,031,79,0.0
PRACA DA BANDEIRA,2017,0,032,93,0.0
TIJUCA,2017,4,033,1345,2.973977695167286
ALTO DA BOA VISTA,2017,0,034,109,0.0
MARACANA,2017,1,035,204,4.901960784313726
VILA ISABEL,2017,1,036,669,1.4947683109118086
ANDARAI,2017,2,037,372,5.376344086021506
GRAJAU,2017,2,038,342,5.847953216374268
MANGUINHOS,2017,0,039,484,0.0
BONSUCESSO,2017,1,040,583,1.7152658662092624
RAMOS,2017,0,041,554,0.0
OLARIA,2017,2,042,630,3.1746031746031744
PENHA,2017,3,043,903,3.3222591362126246
PENHA CIRCULAR,2017,4,044,570,7.017543859649123
BRAS DE PINA,2017,0,045,607,0.0
CORDOVIL,2017,1,046,548,1.8248175182481752
PARADA DE LUCAS,2017,0,047,316,0.0
VIGARIO GERAL,2017,2,048,530,3.7735849056603774
JARDIM AMERICA,2017,1,049,396,2.5252525252525255
HIGIENOPOLIS,2017,0,050,142,0.0
JACARE,2017,0,051,336,0.0
MARIA DA GRACA,2017,1,052,99,10.101010101010102
DEL CASTILHO,2017,1,053,282,3.5460992907801416
INHAUMA,2017,0,054,691,0.0
ENGENHO DA RAINHA,2017,1,055,338,2.9585798816568047
TOMAS COELHO,2017,1,056,250,4.0
SAO FRANCISCO XAVIER,2017,0,057,81,0.0
ROCHA,2017,0,058,176,0.0
RIACHUELO,2017,0,059,92,0.0
SAMPAIO,2017,0,060,143,0.0
ENGENHO NOVO,2017,2,061,554,3.6101083032490977
LINS DE VASCONCELOS,2017,0,062,457,0.0
MEIER,2017,1,063,395,2.5316455696202533
TODOS OS SANTOS,2017,0,064,194,0.0
CACHAMBI,2017,0,065,374,0.0
ENGENHO DE DENTRO,2017,0,066,599,0.0
AGUA SANTA,2017,0,067,69,0.0
ENCANTADO,2017,1,068,133,7.518796992481203
PIEDADE,2017,0,069,537,0.0
ABOLICAO,2017,0,070,118,0.0
PILARES,2017,2,071,311,6.430868167202572
VILA KOSMOS,2017,0,072,124,0.0
VICENTE DE CARVALHO,2017,0,073,360,0.0
VILA DA PENHA,2017,0,074,240,0.0
VISTA ALEGRE,2017,0,075,99,0.0
IRAJA,2017,2,076,1002,1.996007984031936
COLEGIO,2017,1,077,435,2.2988505747126435
CAMPINHO,2017,0,078,164,0.0
QUINTINO BOCAIUVA,2017,1,079,353,2.8328611898017
CAVALCANTE,2017,1,080,213,4.694835680751174
ENGENHEIRO LEAL,2017,0,081,65,0.0
CASCADURA,2017,0,082,446,0.0
MADUREIRA,2017,1,083,665,1.5037593984962407
VAZ LOBO,2017,0,084,211,0.0
TURIACU,2017,1,085,221,4.524886877828055
ROCHA MIRANDA,2017,0,086,545,0.0
HONORIO GURGEL,2017,0,087,345,0.0
OSWALDO CRUZ,2017,0,088,369,0.0
BENTO RIBEIRO,2017,4,089,484,8.264462809917356
MARECHAL HERMES,2017,3,090,524,5.7251908396946565
CACUIA,2017,0,093,127,0.0
PITANGUEIRAS,2017,0,094,140,0.0
PRAIA DA BANDEIRA,2017,1,095,54,18.51851851851852
COCOTA,2017,0,096,72,0.0
BANCARIOS,2017,1,097,162,6.172839506172839
FREGUESIA-ILHA,2017,0,098,247,0.0
JARDIM GUANABARA,2017,1,099,228,4.385964912280701
JARDIM CARIOCA,2017,1,100,270,3.7037037037037037
TAUA,2017,0,101,314,0.0
MONERO,2017,0,102,26,0.0
PORTUGUESA,2017,1,103,178,5.617977528089887
GALEAO,2017,1,104,331,3.0211480362537766
CIDADE UNIVERSITARIA,2017,0,105,23,0.0
GUADALUPE,2017,0,106,618,0.0
ANCHIETA,2017,0,107,884,0.0
PARQUE ANCHIETA,2017,1,108,237,4.219409282700422
RICARDO ALBUQUERQUE,2017,0,109,349,0.0
COELHO NETO,2017,0,110,360,0.0
ACARI,2017,5,111,563,8.880994671403197
BARROS FILHO,2017,1,112,277,3.6101083032490977
COSTA BARROS,2017,1,113,614,1.6286644951140066
PAVUNA,2017,3,114,1305,2.2988505747126435
JACAREPAGUA,2017,9,115,2811,3.2017075773746
ANIL,2017,0,116,432,0.0
GARDENIA AZUL,2017,2,117,591,3.3840947546531304
CIDADE DE DEUS,2017,1,118,847,1.1806375442739079
CURICICA,2017,2,119,893,2.2396416573348263
FREGUESIA-JPA,2017,0,120,795,0.0
PECHINCHA,2017,0,121,493,0.0
TAQUARA,2017,5,122,1651,3.0284675953967293
TANQUE,2017,1,123,545,1.834862385321101
PRACA SECA,2017,2,124,905,2.2099447513812156
VILA VALQUEIRE,2017,0,125,395,0.0
ITANHANGA,2017,4,127,939,4.259850905218317
BARRA DA TIJUCA,2017,2,128,1431,1.397624039133473
CAMORIM,2017,0,129,92,0.0
VARGEM PEQUENA,2017,1,130,400,2.5
VARGEM GRANDE,2017,2,131,329,6.079027355623101
RECREIO BANDEIRANTES,2017,3,132,1337,2.243829468960359
DEODORO,2017,0,134,173,0.0
VILA MILITAR,2017,0,135,128,0.0
CAMPO DOS AFONSOS,2017,0,136,19,0.0
JARDIM SULACAP,2017,0,137,186,0.0
MAGALHAES BASTOS,2017,1,138,257,3.8910505836575875
REALENGO,2017,3,139,2115,1.4184397163120568
PADRE MIGUEL,2017,3,140,757,3.963011889035667
BANGU,2017,10,141,3357,2.9788501638367593
SENADOR CAMARA,2017,4,142,1422,2.8129395218002813
SANTISSIMO,2017,0,143,772,0.0
CAMPO GRANDE,2017,6,144,5244,1.1441647597254005
SENADOR VASCONCELOS,2017,1,145,411,2.4330900243309004
INHOAIBA,2017,2,146,1044,1.9157088122605364
COSMOS,2017,2,147,1259,1.5885623510722795
PACIENCIA,2017,6,148,1594,3.764115432873275
SANTA CRUZ,2017,10,149,3871,2.5833118057349522
SEPETIBA,2017,2,150,797,2.509410288582183
GUARATIBA,2017,6,151,2201,2.7260336210813265
BARRA DE GUARATIBA,2017,0,152,76,0.0
PEDRA DE GUARATIBA,2017,2,153,424,4.716981132075471
ROCINHA,2017,4,154,1086,3.6832412523020257
JACAREZINHO,2017,3,155,266,11.278195488721805
COMPLEXO DO ALEMAO,2017,4,156,825,4.848484848484849
COMPLEXO DA MARE,2017,0,157,1830,0.0
PARQUE COLUMBIA,2017,0,158,54,0.0
VASCO DA GAMA,2017,0,159,161,0.0
LAPA,2017,0,161,0,
VILA KENNEDY,2017,0,162,1,0.0
BARRA OLIMPICA,2017,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2017,0,998,204,0.0
IGNORADO BAIRRO-MRJ,2017,0,999,78,0.0
,2017,49,,0,inf
SAUDE,2018,0,001,41,0.0
GAMBOA,2018,0,002,161,0.0
SANTO CRISTO,2018,0,003,215,0.0
CAJU,2018,0,004,438,0.0
CENTRO,2018,0,005,295,0.0
CATUMBI,2018,0,006,180,0.0
RIO COMPRIDO,2018,3,007,510,5.88235294117647
CIDADE NOVA,2018,2,008,66,30.303030303030305
ESTACIO,2018,0,009,287,0.0
SAO CRISTOVAO,2018,0,010,581,0.0
MANGUEIRA,2018,0,011,306,0.0
BENFICA,2018,1,012,491,2.0366598778004072
PAQUETA,2018,0,013,38,0.0
SANTA TERESA,2018,0,014,438,0.0
FLAMENGO,2018,0,015,351,0.0
GLORIA,2018,1,016,64,15.625
LARANJEIRAS,2018,0,017,388,0.0
CATETE,2018,0,018,225,0.0
COSME VELHO,2018,0,019,84,0.0
BOTAFOGO,2018,2,020,713,2.805049088359046
HUMAITA,2018,1,021,116,8.620689655172413
URCA,2018,0,022,68,0.0
LEME,2018,0,023,119,0.0
COPACABANA,2018,2,024,1035,1.932367149758454
IPANEMA,2018,0,025,313,0.0
LEBLON,2018,0,026,345,0.0
LAGOA,2018,1,027,150,6.666666666666667
JARDIM BOTANICO,2018,0,028,171,0.0
GAVEA,2018,1,029,229,4.366812227074235
VIDIGAL,2018,1,030,236,4.237288135593221
SAO CONRADO,2018,0,031,98,0.0
PRACA DA BANDEIRA,2018,0,032,68,0.0
TIJUCA,2018,5,033,1384,3.61271676300578
ALTO DA BOA VISTA,2018,0,034,100,0.0
MARACANA,2018,0,035,231,0.0
VILA ISABEL,2018,2,036,665,3.0075187969924815
ANDARAI,2018,0,037,369,0.0
GRAJAU,2018,1,038,329,3.0395136778115504
MANGUINHOS,2018,1,039,484,2.066115702479339
BONSUCESSO,2018,0,040,613,0.0
RAMOS,2018,1,041,633,1.5797788309636651
OLARIA,2018,3,042,599,5.0083472454090145
PENHA,2018,1,043,840,1.1904761904761907
PENHA CIRCULAR,2018,3,044,543,5.524861878453039
BRAS DE PINA,2018,3,045,582,5.154639175257732
CORDOVIL,2018,1,046,512,1.953125
PARADA DE LUCAS,2018,2,047,351,5.698005698005698
VIGARIO GERAL,2018,1,048,409,2.444987775061125
JARDIM AMERICA,2018,0,049,444,0.0
HIGIENOPOLIS,2018,0,050,144,0.0
JACARE,2018,1,051,155,6.451612903225806
MARIA DA GRACA,2018,0,052,82,0.0
DEL CASTILHO,2018,1,053,327,3.058103975535168
INHAUMA,2018,0,054,841,0.0
ENGENHO DA RAINHA,2018,1,055,308,3.246753246753247
TOMAS COELHO,2018,0,056,254,0.0
SAO FRANCISCO XAVIER,2018,2,057,63,31.746031746031743
ROCHA,2018,0,058,146,0.0
RIACHUELO,2018,0,059,102,0.0
SAMPAIO,2018,1,060,163,6.134969325153374
ENGENHO NOVO,2018,2,061,535,3.7383177570093458
LINS DE VASCONCELOS,2018,0,062,469,0.0
MEIER,2018,1,063,325,3.076923076923077
TODOS OS SANTOS,2018,0,064,165,0.0
CACHAMBI,2018,0,065,399,0.0
ENGENHO DE DENTRO,2018,0,066,556,0.0
AGUA SANTA,2018,1,067,97,10.309278350515465
ENCANTADO,2018,0,068,153,0.0
PIEDADE,2018,2,069,475,4.2105263157894735
ABOLICAO,2018,0,070,85,0.0
PILARES,2018,0,071,307,0.0
VILA KOSMOS,2018,1,072,168,5.952380952380952
VICENTE DE CARVALHO,2018,2,073,324,6.172839506172839
VILA DA PENHA,2018,0,074,247,0.0
VISTA ALEGRE,2018,0,075,91,0.0
IRAJA,2018,1,076,1006,0.9940357852882703
COLEGIO,2018,2,077,432,4.62962962962963
CAMPINHO,2018,1,078,159,6.289308176100629
QUINTINO BOCAIUVA,2018,1,079,346,2.890173410404624
CAVALCANTE,2018,1,080,225,4.444444444444445
ENGENHEIRO LEAL,2018,0,081,61,0.0
CASCADURA,2018,4,082,378,10.582010582010582
MADUREIRA,2018,2,083,588,3.401360544217687
VAZ LOBO,2018,0,084,213,0.0
TURIACU,2018,0,085,192,0.0
ROCHA MIRANDA,2018,3,086,548,5.474452554744526
HONORIO GURGEL,2018,1,087,347,2.881844380403458
OSWALDO CRUZ,2018,1,088,358,2.793296089385475
BENTO RIBEIRO,2018,0,089,457,0.0
MARECHAL HERMES,2018,0,090,480,0.0
CACUIA,2018,1,093,104,9.615384615384617
PITANGUEIRAS,2018,1,094,85,11.76470588235294
PRAIA DA BANDEIRA,2018,0,095,45,0.0
COCOTA,2018,0,096,66,0.0
BANCARIOS,2018,0,097,150,0.0
FREGUESIA-ILHA,2018,2,098,262,7.633587786259541
JARDIM GUANABARA,2018,1,099,212,4.716981132075471
JARDIM CARIOCA,2018,0,100,234,0.0
TAUA,2018,1,101,227,4.405286343612335
MONERO,2018,0,102,35,0.0
PORTUGUESA,2018,0,103,143,0.0
GALEAO,2018,1,104,271,3.6900369003690034
CIDADE UNIVERSITARIA,2018,0,105,23,0.0
GUADALUPE,2018,2,106,650,3.076923076923077
ANCHIETA,2018,2,107,879,2.2753128555176336
PARQUE ANCHIETA,2018,1,108,211,4.739336492890995
RICARDO ALBUQUERQUE,2018,1,109,370,2.7027027027027026
COELHO NETO,2018,3,110,408,7.352941176470588
ACARI,2018,2,111,527,3.795066413662239
BARROS FILHO,2018,0,112,270,0.0
COSTA BARROS,2018,1,113,678,1.4749262536873156
PAVUNA,2018,6,114,1117,5.371530886302597
JACAREPAGUA,2018,8,115,2666,3.000750187546887
ANIL,2018,1,116,436,2.293577981651376
GARDENIA AZUL,2018,0,117,608,0.0
CIDADE DE DEUS,2018,1,118,833,1.2004801920768307
CURICICA,2018,0,119,863,0.0
FREGUESIA-JPA,2018,2,120,824,2.4271844660194173
PECHINCHA,2018,0,121,451,0.0
TAQUARA,2018,2,122,1544,1.2953367875647668
TANQUE,2018,2,123,580,3.4482758620689653
PRACA SECA,2018,4,124,814,4.914004914004914
VILA VALQUEIRE,2018,0,125,385,0.0
ITANHANGA,2018,0,127,841,0.0
BARRA DA TIJUCA,2018,3,128,1353,2.2172949002217295
CAMORIM,2018,0,129,101,0.0
VARGEM PEQUENA,2018,1,130,425,2.352941176470588
VARGEM GRANDE,2018,0,131,321,0.0
RECREIO BANDEIRANTES,2018,2,132,1425,1.4035087719298245
DEODORO,2018,0,134,125,0.0
VILA MILITAR,2018,1,135,172,5.813953488372093
CAMPO DOS AFONSOS,2018,0,136,38,0.0
JARDIM SULACAP,2018,0,137,201,0.0
MAGALHAES BASTOS,2018,0,138,299,0.0
REALENGO,2018,10,139,2182,4.582951420714941
PADRE MIGUEL,2018,3,140,861,3.484320557491289
BANGU,2018,4,141,2955,1.353637901861252
SENADOR CAMARA,2018,2,142,1396,1.4326647564469914
SANTISSIMO,2018,2,143,761,2.628120893561104
CAMPO GRANDE,2018,10,144,5046,1.9817677368212443
SENADOR VASCONCELOS,2018,1,145,387,2.5839793281653747
INHOAIBA,2018,5,146,1028,4.863813229571985
COSMOS,2018,2,147,1152,1.736111111111111
PACIENCIA,2018,4,148,1617,2.473716759431045
SANTA CRUZ,2018,12,149,3816,3.1446540880503147
SEPETIBA,2018,3,150,833,3.601440576230492
GUARATIBA,2018,3,151,2084,1.4395393474088292
BARRA DE GUARATIBA,2018,0,152,65,0.0
PEDRA DE GUARATIBA,2018,0,153,564,0.0
ROCINHA,2018,2,154,950,2.1052631578947367
JACAREZINHO,2018,1,155,414,2.4154589371980677
COMPLEXO DO ALEMAO,2018,1,156,509,1.9646365422396854
COMPLEXO DA MARE,2018,3,157,1754,1.7103762827822122
PARQUE COLUMBIA,2018,0,158,63,0.0
VASCO DA GAMA,2018,0,159,79,0.0
LAPA,2018,0,161,60,0.0
VILA KENNEDY,2018,1,162,309,3.236245954692557
BARRA OLIMPICA,2018,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2018,0,998,368,0.0
IGNORADO BAIRRO-MRJ,2018,0,999,224,0.0
,2018,59,,0,inf
SAUDE,2019,0,001,51,0.0
GAMBOA,2019,1,002,154,6.493506493506494
SANTO CRISTO,2019,1,003,204,4.901960784313726
CAJU,2019,1,004,391,2.557544757033248
CENTRO,2019,3,005,325,9.230769230769232
CATUMBI,2019,0,006,210,0.0
RIO COMPRIDO,2019,0,007,495,0.0
CIDADE NOVA,2019,0,008,73,0.0
ESTACIO,2019,0,009,233,0.0
SAO CRISTOVAO,2019,1,010,557,1.7953321364452424
MANGUEIRA,2019,2,011,266,7.518796992481203
BENFICA,2019,1,012,542,1.8450184501845017
PAQUETA,2019,0,013,50,0.0
SANTA TERESA,2019,1,014,399,2.506265664160401
FLAMENGO,2019,0,015,366,0.0
GLORIA,2019,0,016,141,0.0
LARANJEIRAS,2019,0,017,315,0.0
CATETE,2019,1,018,184,5.434782608695652
COSME VELHO,2019,0,019,67,0.0
BOTAFOGO,2019,0,020,663,0.0
HUMAITA,2019,1,021,127,7.874015748031496
URCA,2019,0,022,43,0.0
LEME,2019,1,023,120,8.333333333333334
COPACABANA,2019,1,024,1059,0.9442870632672333
IPANEMA,2019,1,025,275,3.6363636363636362
LEBLON,2019,0,026,315,0.0
LAGOA,2019,0,027,146,0.0
JARDIM BOTANICO,2019,0,028,140,0.0
GAVEA,2019,1,029,187,5.347593582887701
VIDIGAL,2019,0,030,202,0.0
SAO CONRADO,2019,2,031,110,18.18181818181818
PRACA DA BANDEIRA,2019,0,032,97,0.0
TIJUCA,2019,1,033,1311,0.7627765064836003
ALTO DA BOA VISTA,2019,1,034,104,9.615384615384617
MARACANA,2019,0,035,188,0.0
VILA ISABEL,2019,2,036,559,3.5778175313059033
ANDARAI,2019,1,037,280,3.571428571428571
GRAJAU,2019,1,038,313,3.1948881789137378
MANGUINHOS,2019,2,039,414,4.830917874396135
BONSUCESSO,2019,1,040,885,1.1299435028248588
RAMOS,2019,4,041,729,5.486968449931412
OLARIA,2019,3,042,522,5.747126436781609
PENHA,2019,0,043,914,0.0
PENHA CIRCULAR,2019,1,044,374,2.6737967914438503
BRAS DE PINA,2019,0,045,476,0.0
CORDOVIL,2019,0,046,424,0.0
PARADA DE LUCAS,2019,1,047,318,3.1446540880503147
VIGARIO GERAL,2019,0,048,367,0.0
JARDIM AMERICA,2019,1,049,384,2.6041666666666665
HIGIENOPOLIS,2019,0,050,135,0.0
JACARE,2019,0,051,249,0.0
MARIA DA GRACA,2019,0,052,55,0.0
DEL CASTILHO,2019,0,053,305,0.0
INHAUMA,2019,3,054,778,3.8560411311053984
ENGENHO DA RAINHA,2019,0,055,284,0.0
TOMAS COELHO,2019,0,056,235,0.0
SAO FRANCISCO XAVIER,2019,0,057,63,0.0
ROCHA,2019,1,058,141,7.092198581560283
RIACHUELO,2019,0,059,99,0.0
SAMPAIO,2019,0,060,139,0.0
ENGENHO NOVO,2019,2,061,510,3.9215686274509802
LINS DE VASCONCELOS,2019,1,062,418,2.3923444976076556
MEIER,2019,1,063,356,2.8089887640449436
TODOS OS SANTOS,2019,0,064,137,0.0
CACHAMBI,2019,0,065,341,0.0
ENGENHO DE DENTRO,2019,0,066,515,0.0
AGUA SANTA,2019,0,067,79,0.0
ENCANTADO,2019,0,068,109,0.0
PIEDADE,2019,1,069,437,2.288329519450801
ABOLICAO,2019,0,070,113,0.0
PILARES,2019,1,071,317,3.1545741324921135
VILA KOSMOS,2019,0,072,101,0.0
VICENTE DE CARVALHO,2019,3,073,303,9.900990099009901
VILA DA PENHA,2019,1,074,317,3.1545741324921135
VISTA ALEGRE,2019,0,075,120,0.0
IRAJA,2019,3,076,923,3.2502708559046587
COLEGIO,2019,1,077,351,2.849002849002849
CAMPINHO,2019,0,078,171,0.0
QUINTINO BOCAIUVA,2019,1,079,273,3.663003663003663
CAVALCANTE,2019,0,080,194,0.0
ENGENHEIRO LEAL,2019,0,081,71,0.0
CASCADURA,2019,1,082,378,2.6455026455026456
MADUREIRA,2019,2,083,626,3.1948881789137378
VAZ LOBO,2019,0,084,207,0.0
TURIACU,2019,1,085,149,6.7114093959731544
ROCHA MIRANDA,2019,2,086,452,4.424778761061947
HONORIO GURGEL,2019,0,087,281,0.0
OSWALDO CRUZ,2019,0,088,306,0.0
BENTO RIBEIRO,2019,1,089,417,2.398081534772182
MARECHAL HERMES,2019,2,090,413,4.842615012106537
CACUIA,2019,1,093,95,10.526315789473683
PITANGUEIRAS,2019,1,094,97,10.309278350515465
PRAIA DA BANDEIRA,2019,1,095,29,34.48275862068965
COCOTA,2019,1,096,77,12.987012987012989
BANCARIOS,2019,0,097,146,0.0
FREGUESIA-ILHA,2019,0,098,191,0.0
JARDIM GUANABARA,2019,0,099,209,0.0
JARDIM CARIOCA,2019,2,100,226,8.849557522123893
TAUA,2019,2,101,236,8.474576271186441
MONERO,2019,0,102,29,0.0
PORTUGUESA,2019,0,103,176,0.0
GALEAO,2019,2,104,332,6.024096385542169
CIDADE UNIVERSITARIA,2019,0,105,26,0.0
GUADALUPE,2019,1,106,599,1.669449081803005
ANCHIETA,2019,5,107,943,5.302226935312832
PARQUE ANCHIETA,2019,0,108,169,0.0
RICARDO ALBUQUERQUE,2019,0,109,330,0.0
COELHO NETO,2019,0,110,382,0.0
ACARI,2019,2,111,410,4.878048780487805
BARROS FILHO,2019,0,112,235,0.0
COSTA BARROS,2019,3,113,552,5.434782608695652
PAVUNA,2019,3,114,1033,2.904162633107454
JACAREPAGUA,2019,2,115,2241,0.8924587237840249
ANIL,2019,1,116,420,2.3809523809523814
GARDENIA AZUL,2019,2,117,554,3.6101083032490977
CIDADE DE DEUS,2019,3,118,720,4.166666666666667
CURICICA,2019,1,119,899,1.1123470522803114
FREGUESIA-JPA,2019,2,120,730,2.73972602739726
PECHINCHA,2019,0,121,423,0.0
TAQUARA,2019,2,122,1567,1.2763241863433312
TANQUE,2019,0,123,471,0.0
PRACA SECA,2019,2,124,713,2.805049088359046
VILA VALQUEIRE,2019,0,125,327,0.0
ITANHANGA,2019,0,127,763,0.0
BARRA DA TIJUCA,2019,2,128,1343,1.4892032762472078
CAMORIM,2019,0,129,134,0.0
VARGEM PEQUENA,2019,0,130,384,0.0
VARGEM GRANDE,2019,3,131,288,10.416666666666666
RECREIO BANDEIRANTES,2019,3,132,1457,2.0590253946465342
DEODORO,2019,0,134,136,0.0
VILA MILITAR,2019,0,135,107,0.0
CAMPO DOS AFONSOS,2019,0,136,18,0.0
JARDIM SULACAP,2019,0,137,197,0.0
MAGALHAES BASTOS,2019,0,138,270,0.0
REALENGO,2019,11,139,2041,5.3895149436550716
PADRE MIGUEL,2019,1,140,771,1.297016861219196
BANGU,2019,6,141,2744,2.186588921282799
SENADOR CAMARA,2019,4,142,1193,3.352891869237217
SANTISSIMO,2019,0,143,717,0.0
CAMPO GRANDE,2019,7,144,4851,1.443001443001443
SENADOR VASCONCELOS,2019,2,145,306,6.5359477124183005
INHOAIBA,2019,2,146,929,2.1528525296017222
COSMOS,2019,2,147,1091,1.8331805682859763
PACIENCIA,2019,5,148,1386,3.6075036075036073
SANTA CRUZ,2019,13,149,3737,3.4787262510034784
SEPETIBA,2019,2,150,802,2.493765586034913
GUARATIBA,2019,4,151,1851,2.1609940572663424
BARRA DE GUARATIBA,2019,0,152,58,0.0
PEDRA DE GUARATIBA,2019,1,153,555,1.8018018018018018
ROCINHA,2019,1,154,880,1.1363636363636362
JACAREZINHO,2019,1,155,277,3.6101083032490977
COMPLEXO DO ALEMAO,2019,1,156,427,2.34192037470726
COMPLEXO DA MARE,2019,3,157,1259,2.3828435266084194
PARQUE COLUMBIA,2019,0,158,57,0.0
VASCO DA GAMA,2019,1,159,38,26.31578947368421
LAPA,2019,0,161,33,0.0
VILA KENNEDY,2019,2,162,222,9.00900900900901
BARRA OLIMPICA,2019,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2019,0,998,282,0.0
IGNORADO BAIRRO-MRJ,2019,0,999,298,0.0
,2019,51,,0,inf
SAUDE,2020,0,001,37,0.0
GAMBOA,2020,0,002,154,0.0
SANTO CRISTO,2020,1,003,173,5.780346820809248
CAJU,2020,1,004,347,2.881844380403458
CENTRO,2020,0,005,271,0.0
CATUMBI,2020,0,006,171,0.0
RIO COMPRIDO,2020,1,007,416,2.403846153846154
CIDADE NOVA,2020,0,008,53,0.0
ESTACIO,2020,0,009,206,0.0
SAO CRISTOVAO,2020,1,010,505,1.9801980198019802
MANGUEIRA,2020,1,011,239,4.184100418410042
BENFICA,2020,2,012,426,4.694835680751174
PAQUETA,2020,0,013,31,0.0
SANTA TERESA,2020,1,014,388,2.577319587628866
FLAMENGO,2020,0,015,279,0.0
GLORIA,2020,0,016,78,0.0
LARANJEIRAS,2020,0,017,273,0.0
CATETE,2020,1,018,175,5.714285714285714
