cep,bairro,cidade,logradouro
21240240,Jardim América,Rio de Janeiro,Rua Gelabert Simas
25655157,Coronel Veiga,Petrópolis,Rua Coronel Veiga
21050500,Higienópolis,Rio de Janeiro,Rua Júlio Borges
24240181,Santa Rosa,Niterói,Rua Noronha Torrezão
21051390,Inhaúma,Rio de Janeiro,Rua Novo Oriente
21842520,Senador Camará,Rio de Janeiro,Rua Cabo Eutropio Freitas
22793040,Barra da Tijuca,Rio de Janeiro,Rua Paulo Carneiro
21321500,Vila Valqueire,Rio de Janeiro,Rua Recreio
23093244,Campo Grande,Rio de Janeiro,Rua Luiz Alberto Bahia
22641120,Itanhangá,Rio de Janeiro,Rua Arquiteto Milton Roberto
21540550,Rocha Miranda,Rio de Janeiro,Rua Velasques
21321320,Vila Valqueire,Rio de Janeiro,Rua Jaunas
21840190,Bangu,Rio de Janeiro,Rua Jeriquara
21635020,Anchieta,Rio de Janeiro,Rua Algarve
23085500,Campo Grande,Rio de Janeiro,Caminho do Matoso
22770470,Taquara,Rio de Janeiro,Rua Soldado José Solano
20715460,Lins de Vasconcelos,Rio de Janeiro,Rua Sílvio Capanema
23090480,Campo Grande,Rio de Janeiro,Rua Engenheiro Orlando Barbosa
23080360,Campo Grande,Rio de Janeiro,Rua Franklin
21941594,Cidade Universitária,Rio de Janeiro,Avenida Moniz Aragão
23047400,Campo Grande,Rio de Janeiro,Rua Colônia Merure
21550050,Rocha Miranda,Rio de Janeiro,Rua Caburi
23059220,Inhoaíba,Rio de Janeiro,Rua Antônia da Mota Macedo
22725740,Taquara,Rio de Janeiro,Rua Benjamim Galhardo
28907350,Vila Nova,Cabo Frio,Rua Alex Novelino
23510070,Santa Cruz,Rio de Janeiro,Rua Sargento Arlindo Silva
20973070,Jacaré,Rio de Janeiro,Rua João Pinto
20911360,Benfica,Rio de Janeiro,Largo do Benfica
20931900,Caju,Rio de Janeiro,Rua General Gurjão
22763425,Cidade de Deus,Rio de Janeiro,Travessa Rute
22745030,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Assis Republicano
23073760,Campo Grande,Rio de Janeiro,Rua Rodolfo Teófilo
25264250,Jardim Anhangá,Duque de Caxias,Rua Jacamin
22772460,Cidade de Deus,Rio de Janeiro,Travessa Ela
23573406,Paciência,Rio de Janeiro,Rua Eudaldo Gomes da Silva
23052330,Campo Grande,Rio de Janeiro,Rua São Domiciano
22471310,Lagoa,Rio de Janeiro,Praça General Alcio Souto
20760590,Inhaúma,Rio de Janeiro,Praça Soldado Cosme dos Santos
26585060,Chatuba,Mesquita,Rua Doutor Godoy
23094130,Santíssimo,Rio de Janeiro,Rua dos Deputados
20972410,Jacaré,Rio de Janeiro,Rua Provisória
21870360,Bangu,Rio de Janeiro,Rua do Arminho
25571260,Jardim Metrópole,São João de Meriti,Avenida Madri
23080150,Campo Grande,Rio de Janeiro,Rua Alain da Luz
24451080,Colubande,São Gonçalo,Rua Bruno de Almeida
21675180,Marechal Hermes,Rio de Janeiro,Rua Antônio Maria
22793116,Barra da Tijuca,Rio de Janeiro,Rua Luiz Mário Miranda
20771240,Pilares,Rio de Janeiro,Rua São Jonas
26263150,Da Luz,Nova Iguaçu,Rua Gérson Chernicharo
26215380,Metrópole,Nova Iguaçu,Rua Uruguai
21715200,Realengo,Rio de Janeiro,Rua Professor Oliveira Viana
23064370,Inhoaíba,Rio de Janeiro,Rua Filomena
24431740,Porto Novo,São Gonçalo,Rua Maria Rita
24723250,Monjolos,São Gonçalo,Rua Baltimore
23075350,Campo Grande,Rio de Janeiro,Rua Ivan Serpa
26299039,Prados Verdes,Nova Iguaçu,Rua dos Crisântemos
21833280,Senador Camará,Rio de Janeiro,Rua Oscar Cidri
23060630,Cosmos,Rio de Janeiro,Rua Independência
26587000,Chatuba,Mesquita,Rua Lídia
21241081,Parada de Lucas,Rio de Janeiro,Rua Martinica
26950000,,Paty do Alferes,
21920290,Moneró,Rio de Janeiro,Rua Alteia
23098380,Santíssimo,Rio de Janeiro,Rua Botafogo
26041315,Corumbá,Nova Iguaçu,Caminho Existente
21850150,Bangu,Rio de Janeiro,Rua Daniel José de Carvalho
26553291,Centro,Mesquita,Rua Marquesa de Grizelda
21931970,Jardim Carioca,Rio de Janeiro,Estrada do Galeão
25211463,Jardim Primavera,Duque de Caxias,Rua F
23020390,Guaratiba,Rio de Janeiro,Caminho Santo Antônio da Bica
21635450,Parque Anchieta,Rio de Janeiro,Rua Ubiratã Monteiro
23090685,Campo Grande,Rio de Janeiro,Rua Evaristo Vasques Lopes
26525002,Centro,Nilópolis,Avenida Getúlio de Moura
22723470,Taquara,Rio de Janeiro,Rua Amélia dos Santos
21532150,Pavuna,Rio de Janeiro,Rua Volta Redonda
26170482,São Vicente,Belford Roxo,Avenida Boulevard
20221903,Saúde,Rio de Janeiro,Rua Sacadura Cabral
26551310,Centro,Mesquita,Rua Cristiano
21061720,Higienópolis,Rio de Janeiro,Rua Manuel de Morais
25243620,Vila Santa Cruz,Duque de Caxias,Avenida Dona Tereza Cristina
21331390,Bento Ribeiro,Rio de Janeiro,Rua Eritiba
23073555,Campo Grande,Rio de Janeiro,Rua Democrata
24750240,Colubande,São Gonçalo,Avenida José Lópes Raposo
21854210,Bangu,Rio de Janeiro,Rua Zacatécas
23030590,Guaratiba,Rio de Janeiro,Caminho de Dentro
23036230,Guaratiba,Rio de Janeiro,Rua da Escola
22773430,Cidade de Deus,Rio de Janeiro,Rua Pafos
21775490,Padre Miguel,Rio de Janeiro,Rua Agda Elías
22723340,Jacarepaguá,Rio de Janeiro,Rua Geraldo Martins Ourivio
21510480,Coelho Neto,Rio de Janeiro,Rua Professor Venâncio Filho
22713204,Jacarepaguá,Rio de Janeiro,Rua Violetas do Outeiro
21930490,Cacuia,Rio de Janeiro,Rua Feira Grande
21875150,Padre Miguel,Rio de Janeiro,Rua Tirana
25565170,Jardim José Bonifácio,São João de Meriti,Rua Carmela Dutra
21321510,Vila Valqueire,Rio de Janeiro,Rua Torotama
26310000,São Roque,Queimados,Estrada do Lazareto
20530991,,Rio de Janeiro,Rua São Miguel
23059326,Inhoaíba,Rio de Janeiro,Avenida do Comércio de Ana Gonzaga
21941720,Galeão,Rio de Janeiro,Rua Flamingo
28993450,Bonsucesso (Bacaxá),Saquarema,Rua Antônio da Solidade
23066150,Paciência,Rio de Janeiro,Rua Soldado Valter de Sousa
28911032,Palmeiras,Cabo Frio,Rua Maria do Carmo Martins Quintanilha
23027345,Guaratiba,Rio de Janeiro,Travessa Barros Alarção
21540470,Rocha Miranda,Rio de Janeiro,Travessa Igrapiuma
23580380,Paciência,Rio de Janeiro,Rua Cabo Justino Ladeira
22261120,Humaitá,Rio de Janeiro,Rua Itu
28013470,Centro,Campos dos Goytacazes,Rua Antônio Ribeiro Moço
23059470,Inhoaíba,Rio de Janeiro,Rua Alda Loureiro de Paula
21371380,Irajá,Rio de Janeiro,Rua Aracari
24430646,Gradim,São Gonçalo,Rua Otacílio Colares
22765300,Anil,Rio de Janeiro,Avenida Cabo Manuel Bire da Agriolia
21031200,Ramos,Rio de Janeiro,Rua Pacheco Teles
20270110,Praça da Bandeira,Rio de Janeiro,Rua Santa Filomena
21921500,Jardim Carioca,Rio de Janeiro,Rua Geneuna
21910081,Bancários,Rio de Janeiro,Rua Doutor Manuel Marreiros
24210520,Ingá,Niterói,Rua Fagundes Varela
20771090,Pilares,Rio de Janeiro,Rua Faleiro
21011725,Penha Circular,Rio de Janeiro,Travessa Luiz Gonzaga
25222000,Jardim Santana do Pilar,Duque de Caxias,Rua Agostinho de Oliveira
22793339,Barra da Tijuca,Rio de Janeiro,Rua Gonzaguinha
22725720,Taquara,Rio de Janeiro,Rua Carlos Braga
23055690,Campo Grande,Rio de Janeiro,Rua Narceu de Almeida Filho
23830005,Parque Primavera,Itaguaí,Rua Acácias
23036155,Campo Grande,Rio de Janeiro,Rua Alfredo Britto
24040006,Ponta D'Areia,Niterói,Praça Doutor Azevedo Cruz
21555240,Honório Gurgel,Rio de Janeiro,Rua Petrolina
21515300,Barros Filho,Rio de Janeiro,Rua da Conquista
21310400,Madureira,Rio de Janeiro,Praça Inácio do Canto
23071520,Campo Grande,Rio de Janeiro,Rua Maria Botelho Santiago
23555070,Santa Cruz,Rio de Janeiro,Rua Oswaldo Assis Leal
23595335,Santa Cruz,Rio de Janeiro,Rua Renato Meira
21645570,Anchieta,Rio de Janeiro,Rua Sílvio Costa
27430110,Jardim Independência,Quatis,Rua Victor Marcondes Sampaio
23097594,Campo Grande,Rio de Janeiro,Rua Esmeralda
21532460,Pavuna,Rio de Janeiro,Rua Maestro Assuero Garritano
28010970,Centro,Campos dos Goytacazes,Avenida Sete de Setembro
21220040,Vila Kosmos,Rio de Janeiro,Rua Anambes
21010610,Vigário Geral,Rio de Janeiro,Rua Onze Unidos
21815430,Bangu,Rio de Janeiro,Rua José Vilela
21050090,Manguinhos,Rio de Janeiro,Rua Amélia Pinheiro
28010460,Centro,Campos dos Goytacazes,Rua dos Goytacazes
25240170,Vila Santa Cruz,Duque de Caxias,Rua Gericinó
26255200,Centro,Nova Iguaçu,Rua Rangel Pestana
21360450,Madureira,Rio de Janeiro,Rua Vila Emília
24330250,Rio do Ouro,Niterói,Avenida Rio do Ouro
21930550,Cacuia,Rio de Janeiro,Rua José Bonifácio
21550200,Oswaldo Cruz,Rio de Janeiro,Rua Engenheiro Edno Machado
25535120,Éden,São João de Meriti,Rua Ceci
23520180,Santa Cruz,Rio de Janeiro,Beco João Ramos
23026345,Pedra de Guaratiba,Rio de Janeiro,Rua das Pérolas
23047100,Campo Grande,Rio de Janeiro,Rua Arroio do Tigre
22451440,Rocinha,Rio de Janeiro,Rua C
20921250,São Cristóvão,Rio de Janeiro,Rua Dona Camila
23095430,Campo Grande,Rio de Janeiro,Rua Jatiuca
25231240,Chácaras Rio-Petrópolis,Duque de Caxias,Avenida Carneiro Campos
23087110,Campo Grande,Rio de Janeiro,Praça do Mármore
25555780,Vilar dos Teles,São João de Meriti,Avenida Alagoas
21721302,Padre Miguel,Rio de Janeiro,Rua Barão de Piraquara
20251622,Rio Comprido,Rio de Janeiro,Rua Flor de Maio
21351300,Oswaldo Cruz,Rio de Janeiro,Rua Professor Josias Mazzotti
22710095,Curicica,Rio de Janeiro,Rua Pirapemas
23057052,Inhoaíba,Rio de Janeiro,Rua Vinte e Seis
23032307,Guaratiba,Rio de Janeiro,Travessa Rosa Branca
21235536,Irajá,Rio de Janeiro,Vila Cândida
25251623,Vila Maria Helena,Duque de Caxias,Rua Esperança
22210904,Flamengo,Rio de Janeiro,Praia do Flamengo
21860010,Bangu,Rio de Janeiro,Rua José Inácio de Abreu e Lima
23059090,Inhoaíba,Rio de Janeiro,Rua Pedro Fontana
21381180,Tomás Coelho,Rio de Janeiro,Rua Terra Nova
23587720,Paciência,Rio de Janeiro,Rua Ângulos Jubilosos
20911392,Benfica,Rio de Janeiro,Avenida Carlos Mattoso Corrêa
26580220,Vila Emil,Mesquita,Rua Fausto
23010100,Santíssimo,Rio de Janeiro,Rua Norma
22720440,Taquara,Rio de Janeiro,Rua São Sebastião
28905100,Centro,Cabo Frio,Avenida Teixeira e Souza
25525620,Tomazinho,São João de Meriti,Rua Alzira Serra
23063430,Inhoaíba,Rio de Janeiro,Rua Horebe
23016260,Campo Grande,Rio de Janeiro,Rua José Garcia
23071686,Campo Grande,Rio de Janeiro,Travessa Getúlio Vargas
23013150,Senador Vasconcelos,Rio de Janeiro,Rua Leopoldo Ferreira
23591060,Santa Cruz,Rio de Janeiro,Travessa Sessenta e Dois
21853718,Bangu,Rio de Janeiro,Rua Santo Antônio de Pádua
26425380,Parque Mucaja,Japeri,Rua Itabaiana
23587613,Paciência,Rio de Janeiro,Rua São Mateus
25585790,Parque Analândia,São João de Meriti,Rua Diogo Goulart
20920450,Jacaré,Rio de Janeiro,Rua Santo Antônio
26453300,Jardim Transmontano,Japeri,Rua Pituna
23047275,Campo Grande,Rio de Janeiro,Rua Fontanilhas
20521500,Tijuca,Rio de Janeiro,Avenida Portugueses
21535620,Pavuna,Rio de Janeiro,Rua Orquídea
20535235,Alto da Boa Vista,Rio de Janeiro,Rua Rosário Bernardo Ferreira
23028615,Guaratiba,Rio de Janeiro,Rua Euclides Braga
23093228,Campo Grande,Rio de Janeiro,Rua Pintor Camargo Freire
21910015,Freguesia (Ilha do Governador),Rio de Janeiro,Rua Guiricema
23093146,Campo Grande,Rio de Janeiro,Rua Deputado Bocaiúva Cunha
27345310,Centro,Barra Mansa,Avenida Domingos Mariano
26031482,Cerâmica,Nova Iguaçu,Rua Geni Saraiva
21832230,Senador Camará,Rio de Janeiro,Rua Professora Maria Carlota
24140170,Cubango,Niterói,Rua Retiro Saudoso
24473100,Itaúna,São Gonçalo,Rua Flávio Monteiro de Barros
25645005,Castelanea,Petrópolis,Rua Olavo Bilac
23061492,Cosmos,Rio de Janeiro,Rua Ivon Curi
26291425,Cabuçu,Nova Iguaçu,Rua Itabaiana
23095660,Campo Grande,Rio de Janeiro,Rua C
25900832,Barbuda,Magé,Avenida das Sebastião Reis de Oliveira
21665200,Ricardo de Albuquerque,Rio de Janeiro,Travessa Camboatá
25520200,São Mateus,São João de Meriti,Rua Dona Júlia Cheven
26022476,Posse,Nova Iguaçu,Rua João Manoel dos Santos
26013210,Rancho Novo,Nova Iguaçu,Rua Canadá
23090600,Campo Grande,Rio de Janeiro,Praça Luís da Silva Brito
24710340,Jardim Alcântara,São Gonçalo,Avenida Jornalista Roberto Marinho
20930971,São Cristóvão,Rio de Janeiro,Rua Conde de Leopoldina
21011726,Penha Circular,Rio de Janeiro,Travessa Independente
21044150,Maré,Rio de Janeiro,Rua Negrão de Lima
23076040,Campo Grande,Rio de Janeiro,Rua Patrício Teixeira
24050300,Ilha da Conceição,Niterói,Rua Presidente Vargas
28909250,São Cristóvão,Cabo Frio,Rua Duarte da Costa
26221100,Centro,Nova Iguaçu,Rua Dona Marieta
24344035,Itaipu,Niterói,Avenida Irene Lopes Sodré
25585521,Parque Tietê,São João de Meriti,Avenida Presidente Castelo Branco
21863150,Bangu,Rio de Janeiro,Rua Carolino de Barros
25070170,Vila Itamarati,Duque de Caxias,Rua Itacibá
23064100,Inhoaíba,Rio de Janeiro,Rua Haroldo de Freitas
21921075,Tauá,Rio de Janeiro,Rua La Plata
26172180,São Vicente,Belford Roxo,Rua São José
26520770,Nossa Senhora de Fátima,Nilópolis,Rua Marques Canário
24930158,São José do Imbassaí,Maricá,Rua Um
24346112,Itaipu,Niterói,Rua Perminio Mendonça de Souza
20761190,Engenho da Rainha,Rio de Janeiro,Rua Teófilo Dias
21750220,Magalhães Bastos,Rio de Janeiro,Rua Capitão Oliveira
21320140,Praça Seca,Rio de Janeiro,Vila Mafalda
24461240,Mutuá,São Gonçalo,Rua Professor Altivo
23042518,Campo Grande,Rio de Janeiro,Rua Orlando Viana
22723140,Taquara,Rio de Janeiro,Rua Matina
22641567,Itanhangá,Rio de Janeiro,Rua Eduardo Tapajós
21840100,Bangu,Rio de Janeiro,Rua Severina Novais
21830315,Senador Camará,Rio de Janeiro,Rua Nova Escócia
21931526,Jardim Carioca,Rio de Janeiro,Praça Urupa
24941150,Chácaras de Inoã (Inoã),Maricá,Rua Dezoito
25571190,Jardim Metrópole,São João de Meriti,Rua Moacir Saraiva de Carvalho
23914460,Jacuacanga,Angra dos Reis,Avenida Conde Maurício de Nassau
23071420,Campo Grande,Rio de Janeiro,Rua Tecai
25525630,São Mateus,São João de Meriti,Rua Ana Alves
21842525,Senador Camará,Rio de Janeiro,Rua Alberto Ferreira de Souza
22775034,Barra Olímpica,Rio de Janeiro,Rua Luiz Antônio Campos Mello
20771380,Del Castilho,Rio de Janeiro,Rua Sisley
22795246,Recreio dos Bandeirantes,Rio de Janeiro,Rua José Marques Jordão
24421510,Rocha,São Gonçalo,Rua Luís Pasteur
25545130,Éden,São João de Meriti,Rua Dona Antonieta Guarana
25065115,Vila São Luís,Duque de Caxias,Avenida Marechal Hermes
23092645,Campo Grande,Rio de Janeiro,Rua Jorge Ramos da Cruz
26115380,Hiterland,Belford Roxo,Praça Abaíba
22790733,Barra da Tijuca,Rio de Janeiro,Avenida Niomar Moniz Sodré Bittencourt
20970260,Jacaré,Rio de Janeiro,Rua Glória
23097495,Campo Grande,Rio de Janeiro,Rua Setenta e Quatro
24452001,Mutondo,São Gonçalo,Rua Doutor Alfredo Backer
24804171,Nova Cidade,Itaboraí,Avenida Antônio Gomes
22760095,Freguesia (Jacarepaguá),Rio de Janeiro,Praça Nossa Senhora do Loreto
20531380,Alto da Boa Vista,Rio de Janeiro,Estrada do Quebra-Cangalhas
21850183,Bangu,Rio de Janeiro,Rua Nilton Santos
25680120,Centro,Petrópolis,Avenida Barão do Rio Branco
21640030,Ricardo de Albuquerque,Rio de Janeiro,Rua Almeida Vale
23031220,Guaratiba,Rio de Janeiro,Rua Mozolândia
26061020,Miguel Couto,Nova Iguaçu,Rua Benjamim Batista
24850000,Recanto dos Magalhães (Cabuçu),Itaboraí,Estrada Ademar Ferreira Torres
21012366,Brás de Pina,Rio de Janeiro,Rua Quatro
20221060,Gamboa,Rio de Janeiro,Travessa das Escadinhas do Livramento
27520301,Vila Julieta,Resende,Avenida Tenente-Coronel Adalberto Mendes
21931573,Portuguesa,Rio de Janeiro,Praça Aquiles
23016670,Campo Grande,Rio de Janeiro,Rua Augusto Meyer
24430710,Gradim,São Gonçalo,Rua Basílio Costa
25215180,Jardim Nossa Senhora do Carmo,Duque de Caxias,Rua Presidente Antônio Carlos
26215140,Chavascal,Nova Iguaçu,Rua Maria Campos de Carvalho
25050360,Vila Sarapuí,Duque de Caxias,Rua Iguatémose
24030075,Centro,Niterói,Rua Visconde do Uruguai
23815410,Centro,Itaguaí,Rua Léa Cabral da Cunha
25235270,Amapá,Duque de Caxias,Rua I
20740470,Quintino Bocaiúva,Rio de Janeiro,Rua Palma
28615000,Mury,Nova Friburgo,Rua Augusto Ferreira
24220041,Icaraí,Niterói,Rua Presidente Backer
25020080,Centro,Duque de Caxias,Praça Duque de Caxias
24220380,Icaraí,Niterói,Rua Geraldo Martins
23090240,Campo Grande,Rio de Janeiro,Rua Santa Zélia
23810250,Califórnia,Itaguaí,Rua Paris
27240560,Três Poços,Volta Redonda,Avenida Dauro Peixoto Aragão
26325180,Centro,Queimados,Rua Luiz Antônio do Prado Martins
24903130,Jacaroá,Maricá,Rua Dez de Setembro
20740490,Piedade,Rio de Janeiro,Travessa Flausina
24030128,Centro,Niterói,Rua Luiz Leopoldo Fernandes Pinheiro
23097310,Campo Grande,Rio de Janeiro,Rua Quarenta e Nove
23064090,Inhoaíba,Rio de Janeiro,Rua Maurício Grabois
23067530,Campo Grande,Rio de Janeiro,Rua Aguinaldo Camargo
21830295,Senador Camará,Rio de Janeiro,Rua Nova Lima
24110420,Barreto,Niterói,Rua Salgado Filho
23020650,Guaratiba,Rio de Janeiro,Rua Doutor Mário Machado
23540170,Sepetiba,Rio de Janeiro,Rua Percílio
26042610,Jardim Marilice,Nova Iguaçu,Rua Gilson Filho
21050230,Manguinhos,Rio de Janeiro,Travessa Amizade
22621010,Barra da Tijuca,Rio de Janeiro,Rua Alessio Venturi
25025142,Parque Lafaiete,Duque de Caxias,Rua Prefeito Ribeiro
23893825,São Miguel,Seropédica,Rua Narbal Gomes Leite
23535124,Sepetiba,Rio de Janeiro,Rua Doutor Marinho
25540060,Grande Rio,São João de Meriti,Rua João Alberto
24241090,Santa Rosa,Niterói,Travessa São Patrício
24467230,Boaçu,São Gonçalo,Rua Onair Pena Forte
21010550,Vigário Geral,Rio de Janeiro,Travessa Vila Nova
23520718,Santa Cruz,Rio de Janeiro,Rua Júlia Guimarães
27916211,Imbetiba,Macaé,Rua Doutor Júlio Olivier
28610170,Centro,Nova Friburgo,Vila Hymirema
26210172,Centro,Nova Iguaçu,Rua Otávio Tarquino
21381140,Piedade,Rio de Janeiro,Travessa Cardoso Quintão
23595004,Santa Cruz,Rio de Janeiro,Rua Maria Alice Vergueiro
26165530,Santa Maria,Belford Roxo,Rua Tobias Barreto
23555200,Santa Cruz,Rio de Janeiro,Rua Bussi Moreira
26110415,Bom Pastor,Belford Roxo,Rua Suacui
21932792,Tubiacanga,Rio de Janeiro,Rua Noventa e Cinco
26525422,Centro,Nilópolis,Rua Ernesto Cardoso
24461570,Itaúna,São Gonçalo,Rua Deolinda Monteiro
28053226,Parque Julião Nogueira,Campos dos Goytacazes,Rua Cora de Alvarenga
23525107,Santa Cruz,Rio de Janeiro,Rua Julieta César
21515690,Costa Barros,Rio de Janeiro,Rua Antônio Muniz
24724290,Guaxindiba,São Gonçalo,Rua Itamiami
25525532,Tomazinho,São João de Meriti,Rua Doutor Belisário Pena
26297243,Paraíso,Nova Iguaçu,Avenida Grão Pará
26115230,Barro Vermelho,Belford Roxo,Rua Agaí
28020740,Centro,Campos dos Goytacazes,Avenida Vinte e Oito de Março
25725170,Bonsucesso,Petrópolis,Rua José Lemos
26275230,Ouro Preto,Nova Iguaçu,Rua Castro Alves
26030560,Oliveira,Nova Iguaçu,Rua Rute
23906485,Parque das Palmeiras,Angra dos Reis,Rua Benedito Pereira Rocha
24421300,Rocha,São Gonçalo,Rua José Lourenço Azevedo
22753723,Anil,Rio de Janeiro,Vila Bene
25050590,Jardim Gramacho,Duque de Caxias,Rua Francisco Portela
20220480,Gamboa,Rio de Janeiro,Praça Coronel Assunção
25050100,Vila Sarapuí,Duque de Caxias,Avenida Perimetral República do Paraguai
21030130,Ramos,Rio de Janeiro,Rua Nossa Senhora da Conceição
23060991,,Rio de Janeiro,Estrada de Paciência
25212310,Jardim Santa Rita,Duque de Caxias,Rua Leibritz
26270060,Iolanda,Nova Iguaçu,Rua Cecília Freire
25565570,Parque Elisabeth,São João de Meriti,Rua Guilhermina
25271020,Jardim Imbariê,Duque de Caxias,Rua Y
23811070,Centro,Itaguaí,Rua Waldir Ribeiro Novaes
25540440,Vila Zulmira,São João de Meriti,Rua Formosa
25015640,Parque Lafaiete,Duque de Caxias,Rua Vidal de Negreiros
26160660,São Bernardo,Belford Roxo,Avenida Anhanguera
28907090,Centro,Cabo Frio,Rua Raul Veiga
21210390,Penha Circular,Rio de Janeiro,Rua Antônio Prado
21863290,Bangu,Rio de Janeiro,Rua Paulo Pedrosa de Vasconcelos
25230020,Chácaras Rio-Petrópolis,Duque de Caxias,Avenida Demétrio Ribeiro
26185020,Jardim Brasil,Belford Roxo,Alameda Brasil
25510190,Agostinho Porto,São João de Meriti,Rua Doutor Eurico de Oliveira
21512100,Barros Filho,Rio de Janeiro,Rua Abiurana
25085450,Jardim Panamá,Duque de Caxias,Rua Cruz das Almas
26123360,Heliópolis,Belford Roxo,Praça Caio Martins
24710300,Jardim Alcântara,São Gonçalo,Rua Anísio Teixeira
27946000,Aroeira,Macaé,Rua dos Cedros
23587690,Paciência,Rio de Janeiro,Praça São Miguel Arcanjo
24346000,Itaipu,Niterói,Loteamento Boa Vista
21510330,Rocha Miranda,Rio de Janeiro,Rua Trinta e Um de Outubro
22290230,Botafogo,Rio de Janeiro,Praça Praia Nova
22772420,Cidade de Deus,Rio de Janeiro,Travessa Corazim
23585819,Paciência,Rio de Janeiro,Rua Ernesto Gonçalves
25675510,Mosela,Petrópolis,Vila Pedro Lischt
25045510,Parque Vitória,Duque de Caxias,Rua César Ladeira
24731150,Miriambi,São Gonçalo,Rua Aristides Campos
27511970,Centro,Resende,Praça Concórdia
21670160,Marechal Hermes,Rio de Janeiro,Vila Oliveira Rocha
22765470,Gardênia Azul,Rio de Janeiro,Rua Nelo
23815180,Centro,Itaguaí,Rua Amelia Louzada
27913370,Imbetiba,Macaé,Rua Agripino Francisco Martins
28909570,São Cristóvão,Cabo Frio,Rua Prefeito Francisco Vasconcellos
24445830,Estrela do Norte,São Gonçalo,Rua Monteiro Lobato
25625120,Centro,Petrópolis,Rua Figueira de Mello
24240004,Santa Rosa,Niterói,Rua Newton Prado
25510131,Vila Rosali,São João de Meriti,Rua Primeiro de Maio
25911246,Andorinhas (Santo Aleixo),Magé,Rua Waldemar Colombo Garcia
24422020,Galo Branco,São Gonçalo,Rua Antônio Toledo
28380000,,Natividade,
28910310,Jardim Flamboyant,Cabo Frio,Rua Narciso Portugal
21032971,Bonsucesso,Rio de Janeiro,Rua Cardoso de Morais
27930180,Novo Cavaleiro,Macaé,Rua Ilma Barreto Fernandes
22713564,Jacarepaguá,Rio de Janeiro,Rua Onil Machado Gitahy
25050502,Jardim Gramacho,Duque de Caxias,Avenida Pelotas
27255080,Laranjal,Volta Redonda,Rua Cento e Cinqüenta e Seis-A
26530120,Centro,Nilópolis,Praça Pedro II
21043060,Bonsucesso,Rio de Janeiro,Rua Almirante Genézio
20220120,Santo Cristo,Rio de Janeiro,Rua Barão de Angra
23555106,Santa Cruz,Rio de Janeiro,Rua Padre Pedro Fernandes
24431395,Gradim,São Gonçalo,Rua Raul de Paula
24140430,Caramujo,Niterói,Rua Quintino Bocaiúva
22611080,Barra da Tijuca,Rio de Janeiro,Praça Professor Velho da Silva
23587360,Paciência,Rio de Janeiro,Rua Marco Antônio Dias
20250420,Estácio,Rio de Janeiro,Rua Otávio Guimarães
21720210,Padre Miguel,Rio de Janeiro,Rua Pinhalzinho
23085740,Campo Grande,Rio de Janeiro,Rua Emaus
21321360,Vila Valqueire,Rio de Janeiro,Praça Joberto Malheiros
24320110,Badu,Niterói,Estrada Monan Pequeno
25615024,Caxambu,Petrópolis,Rua Waldemar Ferreira da Silva
28625240,Parque São Clemente,Nova Friburgo,Rua Milton Andrade
25240080,Vila Santa Cruz,Duque de Caxias,Rua Bahia
24322520,Muriqui,Niterói,Estrada Muriqui Pequeno
25680004,Centro,Petrópolis,Rua Montecaseros
26297138,Paraíso,Nova Iguaçu,Rua Vitória
26285720,Chacrinha,Nova Iguaçu,Rua Ernesto Moreira
24120297,Fonseca,Niterói,Rua Sá Barreto
24415650,Santa Catarina,São Gonçalo,Travessa José de Souza
21765160,Realengo,Rio de Janeiro,Rua Emílio Jaques de Morais
25065070,Vila São Luís,Duque de Caxias,Rua Antônio dos Santos
26535130,Nova Cidade,Nilópolis,Rua Quintino Bocaiúva
25251311,Parque Santa Lúcia,Duque de Caxias,Rua Geraldo Rocha
24110280,Barreto,Niterói,Rua General Flores da Cunha
28060250,Parque Fundão,Campos dos Goytacazes,Rua Manoel Luiz Braga
24855144,Centro (Manilha),Itaboraí,Rodovia Governador Mário Covas
23026340,Pedra de Guaratiba,Rio de Janeiro,Travessa Nossa Senhora das Graças
23520351,Santa Cruz,Rio de Janeiro,Rua Artur Freitas
22775024,Barra Olímpica,Rio de Janeiro,Avenida Ator José Wilker
22783124,Barra Olímpica,Rio de Janeiro,Rua Escritor Rodrigo Melo Franco
23520401,Santa Cruz,Rio de Janeiro,Rua Projetada Moreira
23032152,Guaratiba,Rio de Janeiro,Rua Alex Carrel
23548000,Sepetiba,Rio de Janeiro,Avenida Sete
21830520,Senador Camará,Rio de Janeiro,Rua Bangolo
21815060,Bangu,Rio de Janeiro,Rua Professor Amílcar Falcão
23570161,Santa Cruz,Rio de Janeiro,Rua Senador Câmara
23095675,Campo Grande,Rio de Janeiro,Rua Jornalista Geneton Moraes Neto
23545200,Sepetiba,Rio de Janeiro,Rua Ademar de Nóbrega
21843670,Senador Camará,Rio de Janeiro,Rua Manduca
21515527,Costa Barros,Rio de Janeiro,Travessa Escrava Anastácia
23040220,Campo Grande,Rio de Janeiro,Rua dos Funcionários
22770959,Taquara,Rio de Janeiro,Estrada Marechal Miguel Salazar Mendes de Morais
21616320,Deodoro,Rio de Janeiro,Rua Manuel Mendonça
21864455,Bangu,Rio de Janeiro,Rua Jorge dos Santos
