cep,bairro,cidade,logradouro
20020905,Centro,Rio de Janeiro,Avenida Nilo Peçanha
22793925,Barra da Tijuca,Rio de Janeiro,Avenida Lúcio Costa
23015040,Campo Grande,Rio de Janeiro,Rua Cacatu
21750410,Realengo,Rio de Janeiro,Rua Tenente Vítor Batista
23535620,Sepetiba,Rio de Janeiro,Rua Paulo Transini
22743700,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Luís Raimundo
22773470,Cidade de Deus,Rio de Janeiro,Travessa Tiberiades
20765610,Inhaúma,Rio de Janeiro,Travessa São Jorge
21030210,Ramos,Rio de Janeiro,Rua Santa Clara
20250340,Estácio,Rio de Janeiro,Rua União
22763200,Freguesia (Jacarepaguá),Rio de Janeiro,Praça Joaima
20251600,Santa Teresa,Rio de Janeiro,Rua do Z
21521450,Pavuna,Rio de Janeiro,Rua Juerana
22723780,Jacarepaguá,Rio de Janeiro,Caminho Rio Pequeno
21051240,Inhaúma,Rio de Janeiro,Rua Acari
23026205,Guaratiba,Rio de Janeiro,Rua Inimutaba
23033040,Guaratiba,Rio de Janeiro,Rua Buriti Bravo
22710685,Curicica,Rio de Janeiro,Rua Horizonte Verde
21341280,Campinho,Rio de Janeiro,Travessa Pinto Teles
25535005,Éden,São João de Meriti,Rua Apolo
22711070,Curicica,Rio de Janeiro,Rua Mansão da Colina
23575062,Santa Cruz,Rio de Janeiro,Travessa Israel
23055040,Campo Grande,Rio de Janeiro,Rua Candiuva
23095720,Campo Grande,Rio de Janeiro,Rua do Encanamento
23057086,Inhoaíba,Rio de Janeiro,Rua Cinquenta e Nove
26291392,Cabuçu,Nova Iguaçu,Rua Capiberibe
21311320,Quintino Bocaiúva,Rio de Janeiro,Rua Franco Vaz
21515170,Barros Filho,Rio de Janeiro,Travessa Capineira
23535135,Sepetiba,Rio de Janeiro,Rua Sérgio Bernardino
22723095,Taquara,Rio de Janeiro,Rua Barro Alto
23032185,Guaratiba,Rio de Janeiro,Rua Coronel Jaime de Lemos
22775340,Taquara,Rio de Janeiro,Rua São Turíbio
26032610,Ponto Chic,Nova Iguaçu,Rua Provedor-Conselheiro Paulino
26313200,Jardim Alzira,Queimados,Alameda Doutor Geraldo Albernaz
21842778,Bangu,Rio de Janeiro,Rua M
21010315,Cordovil,Rio de Janeiro,Rua Ponto Chique
23550080,Santa Cruz,Rio de Janeiro,Rua Barão de Loreto
22780192,Curicica,Rio de Janeiro,Estrada de Curicica
21215170,Brás de Pina,Rio de Janeiro,Praça Saica
23097000,Campo Grande,Rio de Janeiro,Estrada Abílio Bastos
21853280,Bangu,Rio de Janeiro,Rua Costa Júnior
23095680,Campo Grande,Rio de Janeiro,Rua Diderot
20751250,Piedade,Rio de Janeiro,Rua Solimões
23059105,Inhoaíba,Rio de Janeiro,Rua Pedro Autran
21850090,Bangu,Rio de Janeiro,Rua Hélio Luiz Navarro
23040600,Campo Grande,Rio de Janeiro,Rua Sílvio Leitão
20530610,Tijuca,Rio de Janeiro,Rua Senador Mário Ramos
21011490,Penha Circular,Rio de Janeiro,Praça Almeida Garret
20541320,Andaraí,Rio de Janeiro,Rua Diogo
21640150,Ricardo de Albuquerque,Rio de Janeiro,Rua Feliciano Pires
21021460,Olaria,Rio de Janeiro,Praça Gameleira
22715150,Taquara,Rio de Janeiro,Rua Malagueta
21235450,Irajá,Rio de Janeiro,Rua Cláudio da Costa
21710250,Realengo,Rio de Janeiro,Rua Novo Planalto
21725060,Realengo,Rio de Janeiro,Rua Miranga
21730330,Realengo,Rio de Janeiro,Rua Apameia
20940280,São Cristóvão,Rio de Janeiro,Rua São Jorge
26110260,Bom Pastor,Belford Roxo,Estrada Belford Roxo
21371510,Colégio,Rio de Janeiro,Rua Almirante Oliveira Pinto
23050500,Campo Grande,Rio de Janeiro,Rua Cora Coralina
21854200,Bangu,Rio de Janeiro,Rua Kampala
21331430,Bento Ribeiro,Rio de Janeiro,Rua Galvão Bueno
20751020,Abolição,Rio de Janeiro,Travessa Santa Martinha
21532480,Pavuna,Rio de Janeiro,Rua Sargento Wilson Ramos
23810305,Jardim América,Itaguaí,Estrada Deputado Octávio Cabral
25805023,Centro,Três Rios,Rua Maçonaria
23016410,Campo Grande,Rio de Janeiro,Rua Ofélia Costa
23515050,Santa Cruz,Rio de Janeiro,Rua Barão da Laguna
21842715,Senador Camará,Rio de Janeiro,Rua James Inglis
24030085,Centro,Niterói,Rua Almirante Teffe
21941450,Galeão,Rio de Janeiro,Estrada Carico
22723080,Taquara,Rio de Janeiro,Rua Barra da Estiva
21070560,Penha,Rio de Janeiro,Largo da Penha
22750710,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Zoroastro Pamplona
21930250,Pitangueiras,Rio de Janeiro,Rua Pracinha Dirceu de Almeida
22641435,Itanhangá,Rio de Janeiro,Rua Figueira do Itanhangá
21073370,Olaria,Rio de Janeiro,Rua Manuel Canejo
21820010,Bangu,Rio de Janeiro,Rua do Encanamento
20020900,Centro,Rio de Janeiro,Avenida Nilo Peçanha
22795270,Recreio dos Bandeirantes,Rio de Janeiro,Rua Augusto Miguel de Carvalho
24230400,Icaraí,Niterói,Rua Doutor Souza Dias
21220520,Irajá,Rio de Janeiro,Rua Atiriba
22790020,Recreio dos Bandeirantes,Rio de Janeiro,Praça E
22452690,Vidigal,Rio de Janeiro,Beco do João
20710220,Engenho Novo,Rio de Janeiro,Rua Paraitinga
23515600,Santa Cruz,Rio de Janeiro,Rua Marquês de Maricá
21760140,Realengo,Rio de Janeiro,Rua Licania
22780793,Curicica,Rio de Janeiro,Praça do Bandolim
22783290,Vargem Pequena,Rio de Janeiro,Estrada Antônio Barbosa
21610710,Vila Militar,Rio de Janeiro,Avenida General Gomes Carneiro
24360005,São Francisco,Niterói,Estrada Leopoldo Froes
23031125,Guaratiba,Rio de Janeiro,Avenida das Américas
21940470,Jardim Guanabara,Rio de Janeiro,Rua Paracauba
21515201,Barros Filho,Rio de Janeiro,Estrada João Paulo
23080080,Campo Grande,Rio de Janeiro,Rua Gianerini
23010010,Senador Camará,Rio de Janeiro,Rua Sauna
20040900,Centro,Rio de Janeiro,Avenida Rio Branco
24020336,Centro,Niterói,Rua Jornalista Roberto de Andrade
21930280,Pitangueiras,Rio de Janeiro,Rua Afonso Cláudio
20031917,Centro,Rio de Janeiro,Avenida República do Chile
22743510,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Anverino Floresta de Miranda
23897430,Parque Jacimar,Seropédica,Rua Benedito E de Oliveira
23093070,Santíssimo,Rio de Janeiro,Rua General Severino da Cunha
21241030,Vigário Geral,Rio de Janeiro,Rua Tinhare
23510520,Santa Cruz,Rio de Janeiro,Rua da Oficina
24435550,Porto Novo,São Gonçalo,Rua Capitão João Manoel
21515250,Costa Barros,Rio de Janeiro,Rua do Carqueijo
23013710,Campo Grande,Rio de Janeiro,Rua Alfredo Mariano
25250000,Vila Santa Alice,Duque de Caxias,Rua Pastor Manuel Avelino de Souza
23545320,Sepetiba,Rio de Janeiro,Rua Jacob
24431040,Paraíso,São Gonçalo,Travessa Leda Silvares
21071510,Olaria,Rio de Janeiro,Rua da Transfiguração
21521360,Pavuna,Rio de Janeiro,Rua Barra Grande
21940181,Jardim Guanabara,Rio de Janeiro,Rua Itua
20720240,Lins de Vasconcelos,Rio de Janeiro,Rua Marumbi
21921545,Praia da Bandeira,Rio de Janeiro,Rua Entremontes
23565005,Santa Cruz,Rio de Janeiro,Rua Projetada A
22743140,Pechincha,Rio de Janeiro,Rua Benevente
20540120,Vila Isabel,Rio de Janeiro,Rua Ambrosina
21310240,Madureira,Rio de Janeiro,Rua Manuel Martins
21833090,Senador Camará,Rio de Janeiro,Rua Francisco Pereira
20780090,Méier,Rio de Janeiro,Rua Sobral
20061040,Centro,Rio de Janeiro,Travessa São Domingos
21815500,Padre Miguel,Rio de Janeiro,Rua Marino Silva
22240080,Laranjeiras,Rio de Janeiro,Rua Almirante Benjamim Sodré
23027220,Pedra de Guaratiba,Rio de Janeiro,Rua Professor Antônio Reis
23937100,Praia da Ribeira (Cunhambebe),Angra dos Reis,Rua Ilha do Arroz
20760090,Inhaúma,Rio de Janeiro,Rua Maria Deolinda
23580000,Paciência,Rio de Janeiro,Jardim Bela Vista
21530310,Coelho Neto,Rio de Janeiro,Rua Ribeyrolles
26196030,Glaucia,Belford Roxo,Avenida Automóvel Clube
22460900,Jardim Botânico,Rio de Janeiro,Rua Von Martius
23075524,Campo Grande,Rio de Janeiro,Rua Helena Meireles
23590770,Santa Cruz,Rio de Janeiro,Travessa Três
20040908,Centro,Rio de Janeiro,Avenida Rio Branco
26582220,Cosmorama,Mesquita,Rua Rodolpho Pessoa
21511370,Honório Gurgel,Rio de Janeiro,Rua Pedro Labatut
22710530,Curicica,Rio de Janeiro,Rua Brisa do Vale
20785901,Maria da Graça,Rio de Janeiro,Rua Miguel Ângelo
21520600,Pavuna,Rio de Janeiro,Rua Cândida
22260136,Botafogo,Rio de Janeiro,Rua do Jabuti
23555080,Santa Cruz,Rio de Janeiro,Rua Almadina
22720012,Taquara,Rio de Janeiro,Estrada do Rio Grande
23093210,Campo Grande,Rio de Janeiro,Rua José Luís Novais
23016590,Campo Grande,Rio de Janeiro,Rua Simão Cury
23075180,Campo Grande,Rio de Janeiro,Rua Sargento Osmar Claro
20210900,Cidade Nova,Rio de Janeiro,Avenida Presidente Vargas
21675610,Guadalupe,Rio de Janeiro,Rua Porciuncula
20931902,Caju,Rio de Janeiro,Rua Carlos Seidl
21770420,Realengo,Rio de Janeiro,Rua Fama
26435140,Nova Belém,Japeri,Rua Abraão
26297054,Paraíso,Nova Iguaçu,Rua Humeboshi
20030014,Centro,Rio de Janeiro,Rua Araújo Porto Alegre
20930330,São Cristóvão,Rio de Janeiro,Rua Nilton Santos
22740971,Taquara,Rio de Janeiro,Estrada do Tindiba
21210040,Vila da Penha,Rio de Janeiro,Rua Ana Frank
21210610,Vila da Penha,Rio de Janeiro,Rua B
21863335,Bangu,Rio de Janeiro,Rua Júlio Teles de Menezes
21870270,Bangu,Rio de Janeiro,Rua da Angélica
22773005,Cidade de Deus,Rio de Janeiro,Travessa Priscila
25250240,Vila Santa Alice,Duque de Caxias,Rua Primeiro de Maio
21670450,Deodoro,Rio de Janeiro,Rua Osman Lins
21535320,Parque Colúmbia,Rio de Janeiro,Rua Alfonso Ortiz Tirado
21012310,Cordovil,Rio de Janeiro,Rua Louis Braille
21380240,Quintino Bocaiúva,Rio de Janeiro,Rua João Vieira
22770480,Pechincha,Rio de Janeiro,Rua Waldemar Loureiro
21820290,Bangu,Rio de Janeiro,Rua Padre Josino
21520670,Pavuna,Rio de Janeiro,Alameda Pai Benedito
21815450,Bangu,Rio de Janeiro,Rua Adaildo Moreira da Silva
24230162,Icaraí,Niterói,Avenida Roberto Silveira
21660590,Barros Filho,Rio de Janeiro,Rua São Sebastião
21932140,Nossa Senhora das Graças,Rio de Janeiro,Rua das Flores
23017180,Campo Grande,Rio de Janeiro,Rua Juaie
25214010,Jardim Primavera,Duque de Caxias,Alameda São Miguel
23525210,Santa Cruz,Rio de Janeiro,Rua Pontes Miranda
26120140,Heliópolis,Belford Roxo,Rua Badajos
20221170,Gamboa,Rio de Janeiro,Rua Cunha Barbosa
23092670,Campo Grande,Rio de Janeiro,Rua João Bolonini
21231110,Irajá,Rio de Janeiro,Rua Santo Isaac
21331440,Bento Ribeiro,Rio de Janeiro,Rua Alfenas
24220030,Icaraí,Niterói,Rua General Pereira da Silva
22750370,Anil,Rio de Janeiro,Rua São Platão
20771290,Engenho de Dentro,Rio de Janeiro,Rua do Sossego
22770350,Pechincha,Rio de Janeiro,Rua Maria Magalhães Pinto
21073170,Olaria,Rio de Janeiro,Rua Joel Nunes
23030030,Guaratiba,Rio de Janeiro,Rua da Baiana
23540003,Sepetiba,Rio de Janeiro,Rua Vicente Batista
20531300,Alto da Boa Vista,Rio de Janeiro,Caminho do Pico da Tijuca
21852390,Bangu,Rio de Janeiro,Praça Miami
26015060,Jardim Tropical,Nova Iguaçu,Rua Frederico de Castro Pereira
26556100,Alto Uruguai,Mesquita,Rua Quito
28110000,Goitacazes,Campos dos Goytacazes,
22760156,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Nossa Senhora da Pena
25545120,Agostinho Porto,São João de Meriti,Avenida Doutor Roberto Silveira
25575580,Jardim Metrópole,São João de Meriti,Avenida Miguel Couto
21750363,Realengo,Rio de Janeiro,Rua Dez
26210340,Centro,Nova Iguaçu,Travessa Quaresma
23026320,Pedra de Guaratiba,Rio de Janeiro,Travessa Larrúbia
21635210,Anchieta,Rio de Janeiro,Rua Frois de Abreu
22735060,Tanque,Rio de Janeiro,Rua José Braga
22783355,Vargem Pequena,Rio de Janeiro,Rua Max Lameu Cavalcante
21236070,Colégio,Rio de Janeiro,Rua Yolanda Penteado
21864430,Bangu,Rio de Janeiro,Rua Carmem Pazzini
23575440,Paciência,Rio de Janeiro,Estrada do Furado
23565900,Santa Cruz,Rio de Janeiro,Rua Aguanil
22641990,,Rio de Janeiro,Estrada da Barra da Tijuca
21021210,Penha,Rio de Janeiro,Rua São Gedeão
21815092,Bangu,Rio de Janeiro,Rua Doze de Fevereiro
22723060,Taquara,Rio de Janeiro,Rua Jacipora
25075015,Jardim Vinte e Cinco de Agosto,Duque de Caxias,Rua Major Correia de Melo
21211820,Vila da Penha,Rio de Janeiro,Rua Osmundo Pimentel
21510130,Rocha Miranda,Rio de Janeiro,Rua Almirante Elisiário Barbosa
24360110,São Francisco,Niterói,Rua Leila Diniz
20251400,Santa Teresa,Rio de Janeiro,Rua Santa Catarina
21815410,Bangu,Rio de Janeiro,Rua Mário Augusto Xavier Sobrinho
28908200,Braga,Cabo Frio,Avenida Vereador Antônio Ferreira dos Santos
24110288,Barreto,Niterói,Rua João Batista
24230153,Icaraí,Niterói,Avenida Roberto Silveira
26263230,Ouro Verde,Nova Iguaçu,Rua Maria Teresa
22790683,Recreio dos Bandeirantes,Rio de Janeiro,Rua Affonso Homem de Carvalho
25042510,Vila Santo Antônio,Duque de Caxias,Rua Frei Santo Antônio
21532330,Pavuna,Rio de Janeiro,Rua Dermeval Lessa
20396050,Paquetá,Rio de Janeiro,Rua Domingos Olímpio
25870970,Comendador Levy Gasparian,Comendador Levy Gasparian,Rua Doutora Josefina Gasparian
24425720,Neves (Neves),São Gonçalo,Travessa São Bento
21853065,Bangu,Rio de Janeiro,Rua Edmo Zarife
26521145,Nossa Senhora de Fátima,Nilópolis,Rua Mário de Araújo
24322040,Vila Progresso,Niterói,Travessa Bolívia
24732571,Pacheco,São Gonçalo,Estrada do Pacheco
22750160,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Abib Selém
21540280,Turiaçu,Rio de Janeiro,Rua Mar del Plata
21040370,Bonsucesso,Rio de Janeiro,Rua Boa Vista
21860050,Padre Miguel,Rio de Janeiro,Rua Porto Diamante
23028630,Guaratiba,Rio de Janeiro,Rua Domingos Correia de Morais
23036290,Guaratiba,Rio de Janeiro,Rua Jornalista José Martins
22723520,Taquara,Rio de Janeiro,Rua dos Biógrafos
23510445,Santa Cruz,Rio de Janeiro,Rua N
23035060,Guaratiba,Rio de Janeiro,Rua Orlando Carneiro
26276190,Rosa dos Ventos,Nova Iguaçu,Rua Camaru
23020170,Guaratiba,Rio de Janeiro,Caminho do Portinho
21863650,Padre Miguel,Rio de Janeiro,Rua Três
23064550,Inhoaíba,Rio de Janeiro,Rua Araponga
23520121,Santa Cruz,Rio de Janeiro,Travessa Cardoso
23066015,Paciência,Rio de Janeiro,Avenida A
25545231,Agostinho Porto,São João de Meriti,Rua da Matriz
21060580,Ramos,Rio de Janeiro,Rua Capucara
21830509,Senador Camará,Rio de Janeiro,Travessa Carvalho
23591590,Santa Cruz,Rio de Janeiro,Beco José Felipe de Souza
23017415,Campo Grande,Rio de Janeiro,Rua Esperança
23035385,Guaratiba,Rio de Janeiro,Rua da Orquestra
25510240,Centro,São João de Meriti,Avenida Nossa Senhora das Graças
21842716,Senador Camará,Rio de Janeiro,Rua Q
26011190,Engenho Pequeno,Nova Iguaçu,Rua Doze de Outubro
21072190,Penha,Rio de Janeiro,Rua São Vicente de Paula
21920256,Jardim Carioca,Rio de Janeiro,Rua Maria de Moura
22451570,Rocinha,Rio de Janeiro,Rua Três da Rocinha
20920205,São Cristóvão,Rio de Janeiro,Rua Marechal Jardim
23900640,Centro,Angra dos Reis,Rua Frei Inácio
21030520,Ramos,Rio de Janeiro,Beco Concórdia
21044650,Maré,Rio de Janeiro,Rua Anastácio Avelino dos Santos
26165000,Nova Piam,Belford Roxo,Rua Umbelina Barcelos
23015110,Campo Grande,Rio de Janeiro,Rua Zambeze
21525720,Pavuna,Rio de Janeiro,Rua Itacare
23573200,Paciência,Rio de Janeiro,Rua Antônio Teodoro de Castro
25530373,Tomazinho,São João de Meriti,Rua Nair
23060250,Cosmos,Rio de Janeiro,Praça Taquarana
22735175,Tanque,Rio de Janeiro,Rua Regina Laet
21941320,Galeão,Rio de Janeiro,Praça do Avião
26215071,Centro,Nova Iguaçu,Rua Doutor Barros Júnior
26510010,Centro,Nilópolis,Avenida Getúlio Vargas
21875170,Padre Miguel,Rio de Janeiro,Rua Caridade
25271470,Jardim Imbariê,Duque de Caxias,Rua B
21710050,Realengo,Rio de Janeiro,Rua Miguel Bilota
22753052,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Dois
26420070,Parque Guandu,Japeri,Rua Fani
21930510,Cacuia,Rio de Janeiro,Rua Antônio Sales
23520770,Santa Cruz,Rio de Janeiro,Rua Santana do Riacho
23027320,Pedra de Guaratiba,Rio de Janeiro,Rua Lomelino de Carvalho
22620040,Barra da Tijuca,Rio de Janeiro,Rua Antônio Dias Martins
24030078,Centro,Niterói,Rua Visconde do Uruguai
22770340,Cidade de Deus,Rio de Janeiro,Rua Maria da Fé
22785040,Vargem Grande,Rio de Janeiro,Rua Crescencio Mendes do Nascimento
22720020,Jacarepaguá,Rio de Janeiro,Rua Davi Pinheiro
21735190,Realengo,Rio de Janeiro,Rua Princesa Imperial
25555181,Jardim Meriti,São João de Meriti,Rua Mariana Mageli Medeiros
21240710,Vigário Geral,Rio de Janeiro,Praça Catolé do Rocha
21330360,Vila Valqueire,Rio de Janeiro,Praça Francisco Daltro de Brito
22750450,Anil,Rio de Janeiro,Rua Almirante Mário Franca
21230250,Irajá,Rio de Janeiro,Rua Epaminondas Jacome
23070410,Campo Grande,Rio de Janeiro,Rua Albert Schweitzer
23825200,Vila Paraíso,Itaguaí,Rua Anita Garibaldi
21843150,Senador Camará,Rio de Janeiro,Rua Olga
23830240,Parque Primavera,Itaguaí,Rua Margaridas
23575336,Santa Cruz,Rio de Janeiro,Rua Desembargador Eugênio de Vasconcelos Sigaud
21910062,Bancários,Rio de Janeiro,Rua Governador Martim de Sá
22790826,Recreio dos Bandeirantes,Rio de Janeiro,Rua Historiador Ciro Flamarion
23013430,Senador Vasconcelos,Rio de Janeiro,Rua Marcondes da Luz
21532050,Costa Barros,Rio de Janeiro,Rua Ibimirim
21735070,Magalhães Bastos,Rio de Janeiro,Rua Jafa
20911310,Benfica,Rio de Janeiro,Rua Itamarandiba
20261180,Rio Comprido,Rio de Janeiro,Rua Santanésia
23890100,Jardins,Seropédica,Rua Jorge da Silva
23047270,Campo Grande,Rio de Janeiro,Rua Gabiarra
21330682,Vila Valqueire,Rio de Janeiro,Rua das Rosas
25042300,Vila Rosário,Duque de Caxias,Rua Urbano Duarte
22770170,Taquara,Rio de Janeiro,Rua Efraim Thomas Bo
23520368,Santa Cruz,Rio de Janeiro,Rua Modesto Gonçalves
28053586,Parque Leopoldina,Campos dos Goytacazes,Avenida Alberto Torres
23080580,Campo Grande,Rio de Janeiro,Rua Benjamim de Lima
23032810,Guaratiba,Rio de Janeiro,Rua Gilberto Velho
21230390,Irajá,Rio de Janeiro,Rua Soldado Geraldo Elías
22640344,Barra da Tijuca,Rio de Janeiro,Travessa das Casuarinas
21011802,Penha Circular,Rio de Janeiro,Travessa Aloísio Alves
21520240,Pavuna,Rio de Janeiro,Travessa Honório Hermeto
21031570,Olaria,Rio de Janeiro,Rua Francisco Evangelista
22610250,São Conrado,Rio de Janeiro,Rua Professor Mikan
20940170,São Cristóvão,Rio de Janeiro,Rua Três de Janeiro
20973055,Jacarezinho,Rio de Janeiro,Avenida Dom Hélder Câmara
20730240,Engenho de Dentro,Rio de Janeiro,Rua Mário de Sousa Martins
21640280,Ricardo de Albuquerque,Rio de Janeiro,Rua Parauna
23035180,Guaratiba,Rio de Janeiro,Rua Ribeira do Pombal
23010180,Santíssimo,Rio de Janeiro,Rua Alexandre Moura
22775505,Taquara,Rio de Janeiro,Rua Zumba
22770670,Cidade de Deus,Rio de Janeiro,Rua da Conceição
21840010,Bangu,Rio de Janeiro,Rua Carapinima
20220170,Santo Cristo,Rio de Janeiro,Rua Mariano Procópio
26010510,Andrade Araújo,Nova Iguaçu,Rua Porcina
27961070,Barra de Macaé,Macaé,Avenida Luiz Lyrio
21070860,Penha,Rio de Janeiro,Rua Santa Rita
23585210,Paciência,Rio de Janeiro,Rua Ouro Velho
23070460,Campo Grande,Rio de Janeiro,Rua São Jacinto
23535105,Sepetiba,Rio de Janeiro,Rua Jerusalém
21072330,Penha,Rio de Janeiro,Rua José Maria Figueiredo
21620100,Parque Anchieta,Rio de Janeiro,Rua Banisteria
21830710,Senador Camará,Rio de Janeiro,Rua C
22061070,Copacabana,Rio de Janeiro,Travessa Maria Amélia
22610160,São Conrado,Rio de Janeiro,Rua Martagão Gesteira
21832070,Senador Camará,Rio de Janeiro,Rua João de Almeida Pereira Filho
26030790,Vila Pedro I,Nova Iguaçu,Rua Rosângela Ribeiro
21230520,Irajá,Rio de Janeiro,Rua Figueira da Foz
20541175,Andaraí,Rio de Janeiro,Rua Leopoldo
22451660,Rocinha,Rio de Janeiro,Travessa Campos
23032070,Guaratiba,Rio de Janeiro,Rua Caraluna
20535220,Alto da Boa Vista,Rio de Janeiro,Rua Jair Caldas
20211900,Cidade Nova,Rio de Janeiro,Rua Afonso Cavalcanti
22783408,Vargem Pequena,Rio de Janeiro,Rua Quilombo dos Palmares
21010390,Vigário Geral,Rio de Janeiro,Rua Pedro Amaro
24230100,Icaraí,Niterói,Rua Gavião Peixoto
21230090,Irajá,Rio de Janeiro,Rua Padre Fonseca
24932855,Cajueiros (Itaipuaçu),Maricá,Estrada Oscar Vieira da Costa Júnior
20250400,Estácio,Rio de Janeiro,Rua Itapage
22753353,Anil,Rio de Janeiro,Rua Paz
23075008,Campo Grande,Rio de Janeiro,Rua Braço do Norte
23045376,Campo Grande,Rio de Janeiro,Rua Majorlândia
25745690,Cuiabá,Petrópolis,Estrada Ministro Salgado Filho
23066140,Paciência,Rio de Janeiro,Rua Soldado Francisco Rios
21540160,Rocha Miranda,Rio de Janeiro,Rua Alfredo Guimarães
26182000,Lote XV,Belford Roxo,Estrada Manoel de Sá
25212390,Jardim Rosário,Duque de Caxias,Avenida Presidente Roosevelt
21911026,Freguesia (Ilha do Governador),Rio de Janeiro,Travessa Teotônio Freire
26030010,Jardim da Posse,Nova Iguaçu,Rua Oliveiros Rodrigues Alves
23035660,Guaratiba,Rio de Janeiro,Rua Manoel de Lima
21531550,Acari,Rio de Janeiro,Rua Pereira da Silva
23098032,Santíssimo,Rio de Janeiro,Rua A
26120240,Heliópolis,Belford Roxo,Rua das Nacões
22610060,São Conrado,Rio de Janeiro,Praça Comandante Celso Pestana
21922600,Jardim Carioca,Rio de Janeiro,Rua Minas Gerais
23520036,Santa Cruz,Rio de Janeiro,Travessa Dona Maura
23575903,Santa Cruz,Rio de Janeiro,Avenida Padre Guilherme Decaminada
25215120,Campos Elíseos,Duque de Caxias,Rua Pedro Toledo
21865320,Bangu,Rio de Janeiro,Rua Fruta-Pão
21842470,Bangu,Rio de Janeiro,Rua Soldado Cosme Líra
28633100,Jardim Ouro Preto,Nova Friburgo,Rua Antônio Malheiros
21843812,Senador Camará,Rio de Janeiro,Rua Universo
23547480,Sepetiba,Rio de Janeiro,Rua Cinquenta e Um
24416000,Barro Vermelho,São Gonçalo,Rua Doutor Getúlio Vargas
21046160,Maré,Rio de Janeiro,Travessa Um
23036390,Guaratiba,Rio de Janeiro,Rua Fernando Nogueira Pinto
25265320,Parada Morabi,Duque de Caxias,Rua Jacapu
21864020,Bangu,Rio de Janeiro,Rua Sarapui
23525184,Santa Cruz,Rio de Janeiro,Rua Quinze
25680000,Centro,Petrópolis,Vila Jacob Kling
21931565,Portuguesa,Rio de Janeiro,Travessa Eneida
23932015,Areal (Cunhambebe),Angra dos Reis,Rua da Esperança
23510430,Santa Cruz,Rio de Janeiro,Rua W
21351115,Oswaldo Cruz,Rio de Janeiro,Estrada do Portela
23070600,Campo Grande,Rio de Janeiro,Rua Constituinte
25745113,Itaipava,Petrópolis,Rua das Coníferas
21321410,Vila Valqueire,Rio de Janeiro,Rua Arci de Farias
24901065,Centro,Maricá,Rua Prefeito Hilário Costa e Silva
21840140,Bangu,Rio de Janeiro,Rua Brasílio da Cunha
22765490,Gardênia Azul,Rio de Janeiro,Rua Henrique Maia Penido
24800037,Centro,Itaboraí,Avenida Raimundo de Farias
25976320,Prata,Teresópolis,Rua Pérola
26262330,Vila Marpiza,Nova Iguaçu,Rua Maria Helena
24931675,São José do Imbassaí,Maricá,Rua Vinte de Maio
21760700,Realengo,Rio de Janeiro,Rua Maria de Fátima
23065400,Paciência,Rio de Janeiro,Rua José Edmilson Prazeres
24040025,Ponta D'Areia,Niterói,Rua Coronel Miranda
23540120,Sepetiba,Rio de Janeiro,Rua José Francisco Alves
21840225,Bangu,Rio de Janeiro,Rua Jaborandi
26115500,Nova Piam,Belford Roxo,Rua Tripoli
21922050,Tauá,Rio de Janeiro,Rua Boa Vista
23097140,Campo Grande,Rio de Janeiro,Avenida Campista
24451650,Colubande,São Gonçalo,Rua Augusto Rush
23035387,Guaratiba,Rio de Janeiro,Rua Zilda Gomes
25560401,Vilar dos Teles,São João de Meriti,Rua Rio de Janeiro
26130150,Centro,Belford Roxo,Rua São José
27930070,Granja dos Cavaleiros,Macaé,Avenida Prefeito Aristeu Ferreira da Silva
25230506,Chácaras Rio-Petrópolis,Duque de Caxias,Rua Desembargador Toledo Pisa
26265560,Jardim Nova Era,Nova Iguaçu,Rua Santa Luzia
23025041,Pedra de Guaratiba,Rio de Janeiro,Rua Horácio Macedo
24436390,Porto da Pedra,São Gonçalo,Rua Natal
24755452,Arsenal,São Gonçalo,Avenida Doutor Eugênio Borges
25944010,Cadetes Fabres,Guapimirim,Rua João Cardoso
21616410,Deodoro,Rio de Janeiro,Travessa Mestre Ocelino Batista
26261380,Jardim Alvorada,Nova Iguaçu,Rua Okir
23580317,Cosmos,Rio de Janeiro,Rua Projetada A
28895604,Village Rio das Ostras,Rio das Ostras,Rua Madre Paulina
23530300,Sepetiba,Rio de Janeiro,Rua Doutor José Waltze
21842782,Bangu,Rio de Janeiro,Rua K
23094385,Santíssimo,Rio de Janeiro,Rua das Flores
20081080,Saúde,Rio de Janeiro,Rua Eduardo Jansen
23031103,Guaratiba,Rio de Janeiro,Rua Castelo do Piauí
20745060,Encantado,Rio de Janeiro,Rua Alexandre Levi
21741220,Jardim Sulacap,Rio de Janeiro,Rua João Carvalhal
23063480,Inhoaíba,Rio de Janeiro,Rua Paz Celeste
21515050,Barros Filho,Rio de Janeiro,Rua Pedro Porto
21921655,Cacuia,Rio de Janeiro,Rua Iquire
26221080,Centro,Nova Iguaçu,Rua Doutor Lourival Ribeiro
20931030,Caju,Rio de Janeiro,Rua Leão XIII
23058150,Inhoaíba,Rio de Janeiro,Rua Bananal
22711317,Curicica,Rio de Janeiro,Travessa Cinco de Março
