codigo,bairro,ano,obitos_amarela,obitos_branca,obitos_indigena,obitos_parda,obitos_preta,obitos_nao_informado,nascidos_amarela,nascidos_branca,nascidos_indigena,nascidos_parda,nascidos_preta,nascidos_nao_informado,percentual_amarela,percentual_branca,percentual_indigena,percentual_parda,percentual_preta,percentual_nao_informado
093,CACUIA,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,32.0,5.0,74.0,,2.08,,3.12,0.0,0.0
004,CAJU,2011,0.0,1.0,0.0,2.0,1.0,0.0,0.0,87.0,0.0,113.0,15.0,224.0,,1.15,,1.77,6.67,0.0
129,CAMORIM,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,23.0,3.0,15.0,,2.78,,0.0,0.0,0.0
078,CAMPINHO,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0,50.0,18.0,56.0,,0.0,,2.0,0.0,0.0
136,CAMPO DOS AFONSOS,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,,0.0,,0.0,,0.0
144,CAMPO GRANDE,2011,0.0,33.0,0.0,35.0,2.0,2.0,11.0,1365.0,1.0,1644.0,361.0,1813.0,0.0,2.42,0.0,2.13,0.55,0.11
082,CASCADURA,2011,0.0,1.0,0.0,1.0,0.0,0.0,1.0,118.0,1.0,91.0,44.0,175.0,0.0,0.85,0.0,1.1,0.0,0.0
018,CATETE,2011,0.0,4.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,46.0,11.0,64.0,,3.7,,0.0,0.0,0.0
006,CATUMBI,2011,0.0,4.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,69.0,23.0,129.0,,6.56,,1.45,0.0,0.0
080,CAVALCANTE,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,60.0,19.0,91.0,,3.03,,1.67,0.0,0.0
005,CENTRO,2011,0.0,1.0,0.0,1.0,0.0,0.0,1.0,176.0,0.0,101.0,20.0,218.0,0.0,0.57,,0.99,0.0,0.0
118,CIDADE DE DEUS,2011,0.0,2.0,0.0,5.0,4.0,2.0,0.0,149.0,1.0,324.0,183.0,220.0,,1.34,0.0,1.54,2.19,0.91
008,CIDADE NOVA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,4.0,44.0,,0.0,,0.0,0.0,0.0
105,CIDADE UNIVERSITARIA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,10.0,,0.0,,0.0,,0.0
096,COCOTA,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,26.0,3.0,48.0,,0.0,,3.85,0.0,0.0
110,COELHO NETO,2011,0.0,2.0,0.0,4.0,1.0,1.0,2.0,83.0,0.0,124.0,49.0,143.0,0.0,2.41,,3.23,2.04,0.7
077,COLEGIO,2011,0.0,1.0,0.0,3.0,0.0,1.0,1.0,88.0,0.0,134.0,49.0,155.0,0.0,1.14,,2.24,0.0,0.65
157,COMPLEXO DA MARE,2011,0.0,7.0,0.0,12.0,0.0,5.0,3.0,478.0,0.0,841.0,165.0,1026.0,0.0,1.46,,1.43,0.0,0.49
156,COMPLEXO DO ALEMAO,2011,0.0,3.0,0.0,3.0,1.0,0.0,0.0,67.0,0.0,93.0,26.0,195.0,,4.48,,3.23,3.85,0.0
024,COPACABANA,2011,0.0,6.0,0.0,1.0,0.0,0.0,3.0,655.0,0.0,169.0,58.0,320.0,0.0,0.92,,0.59,0.0,0.0
046,CORDOVIL,2011,0.0,2.0,0.0,7.0,1.0,0.0,3.0,108.0,2.0,200.0,71.0,202.0,0.0,1.85,0.0,3.5,1.41,0.0
019,COSME VELHO,2011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,25.0,7.0,32.0,,0.0,,0.0,14.29,3.12
147,COSMOS,2011,0.0,4.0,0.0,7.0,0.0,0.0,2.0,180.0,1.0,365.0,99.0,394.0,0.0,2.22,0.0,1.92,0.0,0.0
113,COSTA BARROS,2011,0.0,2.0,0.0,10.0,2.0,0.0,3.0,67.0,1.0,243.0,91.0,278.0,0.0,2.99,0.0,4.12,2.2,0.0
119,CURICICA,2011,0.0,0.0,0.0,5.0,1.0,0.0,0.0,265.0,0.0,244.0,82.0,246.0,,0.0,,2.05,1.22,0.0
053,DEL CASTILHO,2011,0.0,2.0,0.0,3.0,0.0,0.0,0.0,87.0,0.0,55.0,10.0,114.0,,2.3,,5.45,0.0,0.0
134,DEODORO,2011,0.0,2.0,0.0,2.0,0.0,1.0,0.0,29.0,1.0,55.0,14.0,60.0,,6.9,0.0,3.64,0.0,1.67
068,ENCANTADO,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,26.0,7.0,70.0,,2.04,,3.85,0.0,0.0
081,ENGENHEIRO LEAL,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,3.0,19.0,,14.29,,7.69,0.0,0.0
055,ENGENHO DA RAINHA,2011,0.0,1.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,65.0,21.0,150.0,0.0,1.67,,1.54,4.76,0.0
066,ENGENHO DE DENTRO,2011,0.0,1.0,0.0,5.0,0.0,2.0,0.0,170.0,0.0,94.0,17.0,250.0,,0.59,,5.32,0.0,0.8
061,ENGENHO NOVO,2011,0.0,2.0,0.0,8.0,0.0,1.0,0.0,179.0,1.0,133.0,57.0,293.0,,1.12,0.0,6.02,0.0,0.34
009,ESTACIO,2011,0.0,4.0,0.0,2.0,2.0,0.0,1.0,89.0,0.0,67.0,23.0,131.0,0.0,4.49,,2.99,8.7,0.0
015,FLAMENGO,2011,0.0,3.0,0.0,0.0,1.0,1.0,0.0,255.0,0.0,41.0,11.0,95.0,,1.18,,0.0,9.09,1.05
098,FREGUESIA-ILHA,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,74.0,13.0,162.0,,0.0,,1.35,0.0,0.62
120,FREGUESIA-JPA,2011,0.0,5.0,0.0,2.0,1.0,1.0,2.0,446.0,0.0,183.0,52.0,195.0,0.0,1.12,,1.09,1.92,0.51
104,GALEAO,2011,0.0,1.0,0.0,1.0,0.0,0.0,1.0,99.0,0.0,73.0,16.0,159.0,0.0,1.01,,1.37,0.0,0.0
002,GAMBOA,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,34.0,9.0,72.0,,3.23,,0.0,0.0,0.0
117,GARDENIA AZUL,2011,0.0,5.0,0.0,5.0,1.0,1.0,0.0,149.0,0.0,222.0,60.0,187.0,,3.36,,2.25,1.67,0.53
029,GAVEA,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,124.0,0.0,44.0,9.0,65.0,0.0,0.81,,0.0,0.0,0.0
160,GERICINo,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
016,GLORIA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,21.0,10.0,39.0,,0.0,,0.0,0.0,0.0
038,GRAJAU,2011,0.0,3.0,0.0,2.0,0.0,0.0,3.0,192.0,1.0,54.0,16.0,119.0,0.0,1.56,0.0,3.7,0.0,0.0
133,GRUMARI,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,0.0,,0.0,,0.0
106,GUADALUPE,2011,0.0,1.0,0.0,1.0,0.0,0.0,2.0,164.0,0.0,191.0,52.0,264.0,0.0,0.61,,0.52,0.0,0.0
151,GUARATIBA,2011,0.0,12.0,0.0,4.0,1.0,1.0,1.0,341.0,0.0,530.0,106.0,408.0,0.0,3.52,,0.75,0.94,0.25
050,HIGIENOPOLIS,2011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.0,0.0,37.0,7.0,71.0,0.0,0.0,,0.0,0.0,1.41
087,HONORIO GURGEL,2011,0.0,1.0,0.0,1.0,0.0,1.0,1.0,63.0,0.0,109.0,38.0,128.0,0.0,1.59,,0.92,0.0,0.78
021,HUMAITA,2011,0.0,2.0,0.0,1.0,0.0,0.0,1.0,109.0,0.0,12.0,1.0,30.0,0.0,1.83,,8.33,0.0,0.0
999,IGNORADO BAIRRO-MRJ,2011,0.0,0.0,0.0,2.0,1.0,0.0,0.0,52.0,0.0,89.0,15.0,231.0,,0.0,,2.25,6.67,0.0
164,ILHA DE GUARATIBA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
998,ILHA DO GOVERNADOR - IGNORADO,2011,0.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,8.0,3.0,10.0,,40.0,,0.0,33.33,10.0
054,INHAUMA,2011,0.0,2.0,0.0,8.0,1.0,4.0,0.0,197.0,0.0,238.0,70.0,497.0,,1.02,,3.36,1.43,0.8
146,INHOAIBA,2011,0.0,4.0,0.0,3.0,1.0,2.0,1.0,134.0,0.0,313.0,90.0,254.0,0.0,2.99,,0.96,1.11,0.79
025,IPANEMA,2011,0.0,0.0,0.0,3.0,0.0,0.0,0.0,226.0,1.0,31.0,8.0,67.0,,0.0,0.0,9.68,0.0,0.0
076,IRAJA,2011,0.0,8.0,0.0,6.0,1.0,1.0,8.0,342.0,0.0,312.0,88.0,441.0,0.0,2.34,,1.92,1.14,0.23
127,ITANHANGA,2011,0.0,0.0,0.0,2.0,0.0,2.0,2.0,213.0,0.0,143.0,24.0,167.0,0.0,0.0,,1.4,0.0,1.2
163,JABOUR,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
051,JACARE,2011,0.0,1.0,0.0,4.0,0.0,0.0,0.0,86.0,1.0,113.0,23.0,263.0,,1.16,0.0,3.54,0.0,0.0
115,JACAREPAGUA,2011,0.0,12.0,0.0,11.0,1.0,1.0,1.0,717.0,0.0,624.0,115.0,446.0,0.0,1.67,,1.76,0.87,0.22
155,JACAREZINHO,2011,0.0,2.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,69.0,24.0,117.0,,6.67,,2.9,0.0,0.0
049,JARDIM AMERICA,2011,0.0,2.0,0.0,3.0,2.0,1.0,3.0,100.0,0.0,128.0,51.0,222.0,0.0,2.0,,2.34,3.92,0.45
028,JARDIM BOTANICO,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,15.0,3.0,65.0,,0.7,,0.0,0.0,0.0
100,JARDIM CARIOCA,2011,0.0,1.0,0.0,0.0,0.0,1.0,0.0,105.0,1.0,88.0,14.0,153.0,,0.95,0.0,0.0,0.0,0.65
099,JARDIM GUANABARA,2011,0.0,3.0,0.0,1.0,0.0,0.0,0.0,180.0,1.0,32.0,2.0,88.0,,1.67,0.0,3.12,0.0,0.0
137,JARDIM SULACAP,2011,0.0,2.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,33.0,3.0,69.0,,2.22,,9.09,0.0,0.0
126,JOA,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,,33.33,,,,0.0
027,LAGOA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,9.0,0.0,45.0,,0.0,,0.0,,0.0
161,LAPA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
017,LARANJEIRAS,2011,0.0,2.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,40.0,11.0,93.0,,0.83,,0.0,0.0,0.0
026,LEBLON,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,261.0,0.0,23.0,8.0,90.0,,0.38,,4.35,0.0,0.0
023,LEME,2011,0.0,0.0,0.0,0.0,3.0,0.0,1.0,55.0,1.0,30.0,6.0,27.0,0.0,0.0,0.0,0.0,50.0,0.0
062,LINS DE VASCONCELOS,2011,0.0,1.0,0.0,3.0,0.0,1.0,1.0,97.0,0.0,89.0,47.0,247.0,0.0,1.03,,3.37,0.0,0.4
083,MADUREIRA,2011,0.0,7.0,0.0,2.0,2.0,0.0,0.0,215.0,0.0,239.0,106.0,328.0,,3.26,,0.84,1.89,0.0
138,MAGALHAES BASTOS,2011,0.0,3.0,0.0,4.0,0.0,1.0,0.0,95.0,0.0,129.0,15.0,148.0,,3.16,,3.1,0.0,0.68
011,MANGUEIRA,2011,0.0,2.0,0.0,3.0,1.0,0.0,1.0,40.0,0.0,89.0,41.0,182.0,0.0,5.0,,3.37,2.44,0.0
039,MANGUINHOS,2011,0.0,2.0,0.0,4.0,0.0,0.0,2.0,63.0,0.0,70.0,27.0,133.0,0.0,3.17,,5.71,0.0,0.0
035,MARACANA,2011,0.0,2.0,0.0,0.0,0.0,0.0,2.0,131.0,0.0,26.0,9.0,58.0,0.0,1.53,,0.0,0.0,0.0
090,MARECHAL HERMES,2011,0.0,1.0,0.0,5.0,0.0,1.0,1.0,163.0,0.0,197.0,42.0,173.0,0.0,0.61,,2.54,0.0,0.58
052,MARIA DA GRACA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,13.0,2.0,30.0,,0.0,,0.0,0.0,0.0
063,MEIER,2011,0.0,1.0,0.0,2.0,0.0,0.0,2.0,292.0,0.0,68.0,21.0,194.0,0.0,0.34,,2.94,0.0,0.0
102,MONERO,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,1.0,16.0,,5.56,,0.0,0.0,0.0
042,OLARIA,2011,0.0,1.0,0.0,4.0,0.0,0.0,1.0,191.0,0.0,122.0,39.0,269.0,0.0,0.52,,3.28,0.0,0.0
088,OSWALDO CRUZ,2011,0.0,1.0,0.0,2.0,0.0,2.0,0.0,91.0,0.0,86.0,37.0,99.0,,1.1,,2.33,0.0,2.02
148,PACIENCIA,2011,0.0,7.0,0.0,15.0,4.0,1.0,4.0,226.0,1.0,528.0,157.0,544.0,0.0,3.1,0.0,2.84,2.55,0.18
140,PADRE MIGUEL,2011,0.0,8.0,0.0,5.0,0.0,3.0,2.0,218.0,0.0,341.0,47.0,424.0,0.0,3.67,,1.47,0.0,0.71
013,PAQUETA,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,9.0,1.0,30.0,,0.0,,11.11,0.0,0.0
047,PARADA DE LUCAS,2011,0.0,1.0,0.0,2.0,1.0,0.0,2.0,53.0,0.0,86.0,28.0,118.0,0.0,1.89,,2.33,3.57,0.0
108,PARQUE ANCHIETA,2011,0.0,1.0,0.0,3.0,0.0,0.0,1.0,38.0,0.0,50.0,9.0,74.0,0.0,2.63,,6.0,0.0,0.0
158,PARQUE COLUMBIA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,0.0
114,PAVUNA,2011,0.0,8.0,0.0,6.0,2.0,3.0,4.0,191.0,1.0,316.0,85.0,520.0,0.0,4.19,0.0,1.9,2.35,0.58
121,PECHINCHA,2011,0.0,3.0,0.0,1.0,0.0,1.0,1.0,238.0,1.0,86.0,16.0,153.0,0.0,1.26,0.0,1.16,0.0,0.65
153,PEDRA DE GUARATIBA,2011,0.0,4.0,0.0,5.0,0.0,1.0,1.0,151.0,0.0,235.0,42.0,141.0,0.0,2.65,,2.13,0.0,0.71
043,PENHA,2011,0.0,5.0,0.0,7.0,1.0,4.0,2.0,248.0,0.0,311.0,106.0,449.0,0.0,2.02,,2.25,0.94,0.89
044,PENHA CIRCULAR,2011,0.0,3.0,0.0,4.0,0.0,0.0,1.0,100.0,0.0,95.0,28.0,145.0,0.0,3.0,,4.21,0.0,0.0
069,PIEDADE,2011,0.0,3.0,0.0,2.0,0.0,0.0,2.0,150.0,0.0,92.0,28.0,256.0,0.0,2.0,,2.17,0.0,0.0
071,PILARES,2011,0.0,1.0,0.0,1.0,0.0,1.0,0.0,91.0,0.0,64.0,37.0,133.0,,1.1,,1.56,0.0,0.75
094,PITANGUEIRAS,2011,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,0.0,31.0,4.0,48.0,0.0,0.0,,3.23,0.0,0.0
103,PORTUGUESA,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,40.0,7.0,67.0,,0.0,,0.0,0.0,0.0
032,PRACA DA BANDEIRA,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,13.0,6.0,31.0,,2.27,0.0,0.0,0.0,0.0
124,PRACA SECA,2011,0.0,4.0,0.0,1.0,0.0,1.0,2.0,283.0,0.0,230.0,84.0,261.0,0.0,1.41,,0.43,0.0,0.38
095,PRAIA DA BANDEIRA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,12.0,0.0,22.0,,0.0,,0.0,,0.0
079,QUINTINO BOCAIUVA,2011,0.0,2.0,0.0,2.0,0.0,0.0,0.0,90.0,0.0,75.0,23.0,154.0,,2.22,,2.67,0.0,0.0
041,RAMOS,2011,0.0,6.0,0.0,3.0,0.0,0.0,0.0,214.0,0.0,251.0,61.0,354.0,,2.8,,1.2,0.0,0.0
139,REALENGO,2011,0.0,13.0,0.0,14.0,3.0,6.0,1.0,541.0,2.0,750.0,128.0,906.0,0.0,2.4,0.0,1.87,2.34,0.66
132,RECREIO BANDEIRANTES,2011,0.0,7.0,0.0,4.0,0.0,1.0,2.0,718.0,1.0,242.0,48.0,307.0,0.0,0.97,0.0,1.65,0.0,0.33
059,RIACHUELO,2011,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,0.0,21.0,3.0,56.0,0.0,0.0,,0.0,0.0,0.0
091,RIBEIRA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,3.0,13.0,,0.0,,0.0,0.0,0.0
109,RICARDO ALBUQUERQUE,2011,0.0,3.0,0.0,2.0,1.0,0.0,0.0,70.0,0.0,101.0,32.0,148.0,,4.29,,1.98,3.12,0.0
007,RIO COMPRIDO,2011,0.0,2.0,0.0,5.0,1.0,0.0,1.0,205.0,0.0,146.0,48.0,234.0,0.0,0.98,,3.42,2.08,0.0
058,ROCHA,2011,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,11.0,5.0,27.0,,5.56,,0.0,0.0,0.0
086,ROCHA MIRANDA,2011,0.0,3.0,0.0,1.0,1.0,1.0,1.0,137.0,0.0,151.0,65.0,197.0,0.0,2.19,,0.66,1.54,0.51
154,ROCINHA,2011,0.0,10.0,0.0,2.0,3.0,1.0,1.0,363.0,0.0,418.0,80.0,362.0,0.0,2.75,,0.48,3.75,0.28
060,SAMPAIO,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,30.0,12.0,79.0,0.0,0.0,,0.0,0.0,0.0
149,SANTA CRUZ,2011,0.0,23.0,0.0,22.0,8.0,1.0,6.0,536.0,4.0,1260.0,385.0,1431.0,0.0,4.29,0.0,1.75,2.08,0.07
014,SANTA TERESA,2011,0.0,0.0,0.0,2.0,1.0,0.0,3.0,130.0,0.0,121.0,27.0,191.0,0.0,0.0,,1.65,3.7,0.0
143,SANTISSIMO,2011,0.0,5.0,0.0,4.0,0.0,1.0,0.0,183.0,0.0,297.0,42.0,297.0,,2.73,,1.35,0.0,0.34
003,SANTO CRISTO,2011,0.0,2.0,0.0,1.0,0.0,0.0,1.0,48.0,0.0,72.0,22.0,101.0,0.0,4.17,,1.39,0.0,0.0
031,SAO CONRADO,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,14.0,2.0,26.0,,1.54,,0.0,0.0,0.0
010,SAO CRISTOVAO,2011,0.0,4.0,0.0,2.0,1.0,1.0,2.0,160.0,0.0,166.0,42.0,336.0,0.0,2.5,,1.2,2.38,0.3
057,SAO FRANCISCO XAVIER,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,10.0,4.0,28.0,,4.55,,10.0,0.0,0.0
001,SAUDE,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,2.0,40.0,,12.5,,0.0,0.0,0.0
142,SENADOR CAMARA,2011,0.0,11.0,1.0,15.0,4.0,3.0,1.0,271.0,3.0,491.0,69.0,566.0,0.0,4.06,33.33,3.05,5.8,0.53
145,SENADOR VASCONCELOS,2011,0.0,2.0,0.0,3.0,0.0,0.0,4.0,66.0,0.0,125.0,30.0,90.0,0.0,3.03,,2.4,0.0,0.0
150,SEPETIBA,2011,0.0,5.0,0.0,7.0,0.0,2.0,1.0,129.0,0.0,272.0,68.0,309.0,0.0,3.88,,2.57,0.0,0.65
123,TANQUE,2011,0.0,3.0,0.0,3.0,1.0,0.0,0.0,154.0,0.0,161.0,48.0,206.0,,1.95,,1.86,2.08,0.0
122,TAQUARA,2011,0.0,7.0,0.0,1.0,1.0,3.0,2.0,591.0,0.0,423.0,125.0,555.0,0.0,1.18,,0.24,0.8,0.54
101,TAUA,2011,0.0,4.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,62.0,14.0,116.0,,5.41,,0.0,0.0,0.86
033,TIJUCA,2011,0.0,6.0,0.0,3.0,4.0,1.0,13.0,774.0,0.0,223.0,132.0,508.0,0.0,0.78,,1.35,3.03,0.2
064,TODOS OS SANTOS,2011,0.0,3.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,19.0,3.0,35.0,0.0,3.66,,0.0,0.0,0.0
056,TOMAS COELHO,2011,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,64.0,16.0,133.0,,3.33,,0.0,0.0,0.0
085,TURIACU,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,64.0,30.0,67.0,,0.0,,0.0,0.0,0.0
022,URCA,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,2.0,20.0,,2.86,,0.0,0.0,0.0
131,VARGEM GRANDE,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,94.0,0.0,102.0,34.0,74.0,,1.06,,0.98,0.0,0.0
130,VARGEM PEQUENA,2011,0.0,3.0,0.0,3.0,0.0,0.0,1.0,142.0,0.0,114.0,43.0,82.0,0.0,2.11,,2.63,0.0,0.0
159,VASCO DA GAMA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
084,VAZ LOBO,2011,0.0,0.0,0.0,2.0,0.0,0.0,1.0,54.0,0.0,69.0,28.0,79.0,0.0,0.0,,2.9,0.0,0.0
073,VICENTE DE CARVALHO,2011,0.0,1.0,0.0,4.0,0.0,1.0,0.0,60.0,2.0,96.0,28.0,126.0,,1.67,0.0,4.17,0.0,0.79
030,VIDIGAL,2011,0.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,65.0,11.0,79.0,,2.9,,0.0,0.0,0.0
048,VIGARIO GERAL,2011,0.0,0.0,0.0,5.0,1.0,0.0,2.0,72.0,1.0,134.0,44.0,209.0,0.0,0.0,0.0,3.73,2.27,0.0
074,VILA DA PENHA,2011,0.0,3.0,0.0,1.0,0.0,0.0,1.0,158.0,0.0,95.0,15.0,170.0,0.0,1.9,,1.05,0.0,0.0
036,VILA ISABEL,2011,0.0,2.0,0.0,7.0,1.0,0.0,5.0,285.0,0.0,112.0,71.0,260.0,0.0,0.7,,6.25,1.41,0.0
162,VILA KENNEDY,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
072,VILA KOSMOS,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,27.0,5.0,35.0,0.0,0.0,,0.0,0.0,0.0
135,VILA MILITAR,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0,11.0,,0.0,,0.0,0.0,0.0
125,VILA VALQUEIRE,2011,0.0,1.0,0.0,0.0,1.0,0.0,1.0,173.0,0.0,95.0,24.0,129.0,0.0,0.58,,0.0,4.17,0.0
075,VISTA ALEGRE,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,44.0,11.0,75.0,0.0,0.0,,0.0,0.0,0.0
092,ZUMBI,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,15.0,,0.0,,0.0,,0.0
070,ABOLICAO,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,38.0,10.0,1.0,,0.0,,0.0,10.0,0.0
111,ACARI,2012,0.0,4.0,0.0,2.0,0.0,1.0,2.0,78.0,0.0,299.0,81.0,4.0,0.0,5.13,,0.67,0.0,25.0
067,AGUA SANTA,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,33.0,8.0,1.0,,2.63,0.0,3.03,0.0,0.0
034,ALTO DA BOA VISTA,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,49.0,9.0,2.0,,0.0,,2.04,0.0,0.0
107,ANCHIETA,2012,0.0,11.0,0.0,9.0,2.0,1.0,3.0,262.0,1.0,580.0,117.0,7.0,0.0,4.2,0.0,1.55,1.71,14.29
037,ANDARAI,2012,0.0,1.0,0.0,1.0,0.0,0.0,3.0,173.0,1.0,108.0,42.0,14.0,0.0,0.58,0.0,0.93,0.0,0.0
116,ANIL,2012,0.0,5.0,0.0,3.0,0.0,2.0,1.0,240.0,0.0,185.0,39.0,3.0,0.0,2.08,,1.62,0.0,66.67
097,BANCARIOS,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,97.0,0.0,98.0,29.0,2.0,,0.0,,2.04,0.0,0.0
141,BANGU,2012,0.0,27.0,0.0,40.0,2.0,2.0,6.0,1020.0,1.0,2105.0,330.0,27.0,0.0,2.65,0.0,1.9,0.61,7.41
128,BARRA DA TIJUCA,2012,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1542.0,0.0,167.0,30.0,15.0,0.0,0.32,,0.0,0.0,0.0
152,BARRA DE GUARATIBA,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,36.0,5.0,2.0,,0.0,,0.0,0.0,0.0
165,BARRA OLIMPICA,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
112,BARROS FILHO,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,99.0,24.0,2.0,,0.0,,2.02,0.0,0.0
012,BENFICA,2012,0.0,1.0,0.0,3.0,0.0,1.0,2.0,154.0,0.0,213.0,53.0,3.0,0.0,0.65,,1.41,0.0,33.33
089,BENTO RIBEIRO,2012,0.0,3.0,0.0,7.0,0.0,1.0,1.0,218.0,1.0,265.0,53.0,3.0,0.0,1.38,0.0,2.64,0.0,33.33
040,BONSUCESSO,2012,0.0,5.0,0.0,5.0,1.0,0.0,1.0,175.0,1.0,262.0,45.0,5.0,0.0,2.86,0.0,1.91,2.22,0.0
020,BOTAFOGO,2012,0.0,0.0,0.0,0.0,0.0,0.0,5.0,631.0,0.0,134.0,18.0,8.0,0.0,0.0,,0.0,0.0,0.0
045,BRAS DE PINA,2012,0.0,4.0,0.0,2.0,1.0,0.0,1.0,205.0,0.0,240.0,87.0,18.0,0.0,1.95,,0.83,1.15,0.0
065,CACHAMBI,2012,0.0,4.0,0.0,1.0,0.0,1.0,2.0,228.0,0.0,112.0,29.0,7.0,0.0,1.75,,0.89,0.0,14.29
093,CACUIA,2012,0.0,0.0,0.0,3.0,0.0,0.0,0.0,69.0,0.0,52.0,10.0,3.0,,0.0,,5.77,0.0,0.0
004,CAJU,2012,0.0,2.0,0.0,1.0,0.0,0.0,1.0,149.0,0.0,225.0,32.0,3.0,0.0,1.34,,0.44,0.0,0.0
